Index,0 [0x0][0x0],1 [0x19][0x30],2 [0x5][0x8],3 [0x3][0x1c],4 [0x5][0xa],5 [0x3][0x1d],6 [0x4][0x1a],7 [0x5][0xc],8 [0x3][0x1e],9 [0x2][0x2c],10 [0x3][0x1f],11 [0x2][0x2d],12 [0x1a][0x30],13 [0x1b][0x30],14 [0x1c][0x30],15 [0x1d][0x30],16 [0x1e][0x30],17 [0x1f][0x30],18 [0x20][0x30],19 [0x19][0x31],20 [0x1a][0x31],21 [0x2][0x2e],22 [0x1b][0x31],23 [0x1c][0x31],24 [0x3][0x20],25 [0x3][0x21],26 [0x3][0x22],27 [0x1d][0x31],28 [0x3][0x23],29 [0x5][0xe],30 [0x3][0x24],31 [0x5][0x10],32 [0x5][0x12],33 [0x1e][0x31],34 [0x5][0x14],35 [0x5][0x16],36 [0x3][0x25],37 [0x2][0x2f],38 [0x3][0x26],39 [0x3][0x27],40 [0x5][0x18],41 [0x7][0x4],42 [0x3][0x28],43 [0x3][0x29],44 [0x1f][0x31],45 [0x20][0x31],46 [0x3][0x2a],47 [0x19][0x32],48 [0x1a][0x32],49 [0x1b][0x32],50 [0x1c][0x32],51 [0x1d][0x32],52 [0x1e][0x32],53 [0x1f][0x32],54 [0x20][0x32],55 [0x19][0x33],56 [0x3][0x2b],57 [0x1a][0x33]
6476,"자력",false,405,3,0,0,4399,4400,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
6477,"반발",false,405,3,0,0,4403,4404,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
6478,"도서 선정",false,405,4,134,109,3208,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,6,0,0,false,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true,0,false
6479,"레비테트의 장",false,405,2,0,0,3562,3563,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,1,false,false,false,false,false,true,false,false,true,0,false
6480,"그라비데의 장",false,405,2,0,0,2763,2764,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,1,false,false,false,false,false,true,false,false,true,0,false
6481,"● 투명: 물요정의 책",false,405,3,0,0,3202,1875,0,-1,0,100,false,false,false,true,false,false,true,false,false,0,false,false,8,9,20,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,false,false,false,false,true,0,false
6482,"● 투명: 용기의 책",false,405,3,0,0,3202,1875,0,-1,0,100,false,false,false,true,false,false,true,false,false,0,false,false,8,10,10,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,false,false,false,false,true,0,false
6483,"각인",false,405,4,130,109,1222,3105,0,-1,0,60,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6484,"다크의 장",false,405,2,130,109,3211,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6485,"다크라의 장",false,405,2,130,109,3212,3252,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,2,100,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true,0,false
6486,"퀘이가의 장",false,405,2,132,109,3210,3250,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,2,100,0,true,0,0,0,0,0,false,70,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6487,"토네이도의 장",false,405,2,130,109,3209,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,0,0,false,0,0,0,0,0,false,70,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,false,false,false,false,true,0,false
6488,"토네이도의 장",false,405,2,0,0,4130,4131,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,4,0,true,0,0,0,0,0,false,0,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true,0,false
6489,"물요정의 장",false,405,2,130,109,3209,1875,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,2,100,0,true,0,0,0,0,0,false,30,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true,0,false
6490,"선더가의 장",false,405,2,130,109,3209,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,80,0,false,0,0,0,0,0,false,60,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,false,false,false,false,true,0,false
6491,"선더가의 장",false,405,2,0,0,3396,3397,0,-1,0,60,false,false,false,true,false,false,false,false,false,0,false,false,2,3,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,false,true,true,false,false,true,0,false
6492,"황도 메테오",false,405,3,0,109,1222,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,100,0,false,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6493,"황도 메테오",false,405,3,0,109,1578,2162,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,100,0,false,0,0,0,0,0,false,240,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,false,false,false,false,true,0,false
6494,"운석 낙하",false,405,4,3704,0,2772,2773,0,-1,0,100,true,false,false,false,false,false,true,false,false,0,false,false,2,52,0,true,0,0,0,0,0,false,50,0,0,5,7,0,0,0,0,0,false,false,27,false,false,false,false,true,true,false,false,true,0,false
6495,"",false,405,0,0,0,3216,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
6496,"",false,405,0,0,0,4907,1875,0,-1,0,0,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
6497,"공격",false,405,1,0,0,-1,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6498,"공격",false,405,1,0,0,-1,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6499,"공격",false,405,1,0,0,-1,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6500,"공격",false,405,1,0,0,-1,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6501,"공격",false,405,1,0,0,3224,3264,0,-1,0,5,false,false,false,true,false,false,false,false,false,0,false,true,3,6,0,true,0,0,0,0,0,true,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6502,"100톤즈 후려치기",false,405,3,132,109,1360,2073,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,true,3,6,0,true,0,0,0,0,0,false,25,200,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6503,"100톤즈 휘두르기",false,405,3,134,109,1361,2074,0,-1,0,8,true,false,false,false,false,false,false,false,false,0,false,false,5,8,0,true,0,0,0,0,0,false,40,250,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6504,"화염의 바다",false,405,3,0,0,1756,2173,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,true,2,6,0,true,0,0,0,0,0,false,30,0,0,5,1,0,0,0,0,0,false,false,6,false,false,false,false,true,true,false,false,true,0,false
6505,"혜성",false,405,3,0,0,4375,4376,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,4,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,1,false,false,false,false,false,false,false,false,true,0,false
6506,"원한의 번개",false,405,3,0,0,1222,1875,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,2,100,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true,0,false
6507,"원한의 번개",false,405,3,0,0,1222,1875,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,2,100,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true,0,false
6508,"",false,405,3,130,109,3221,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
6509,"암석 던지기",false,405,4,130,109,3222,3262,0,-1,0,50,false,false,false,false,false,false,true,false,false,0,false,true,2,5,0,true,0,0,0,0,0,false,25,150,0,3,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
6510,"퀘이사",false,405,4,130,109,3202,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,27,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,false,false,false,true,0,false
6511,"퀘이사",false,405,4,0,0,5059,1875,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,1,0,true,0,0,0,0,0,false,52,0,0,5,7,0,0,0,0,0,false,false,126,false,false,false,false,false,true,false,false,true,0,false
6512,"",false,405,4,0,0,1378,3115,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
6513,"",false,405,4,0,0,1378,3115,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
6514,"선더가",false,405,4,132,83,3208,3248,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,15,0,true,0,0,0,0,0,false,30,0,0,5,5,0,0,0,0,0,false,false,124,false,false,false,true,true,true,false,false,true,0,false
6515,"에어로가",false,405,4,132,81,3209,3249,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,5,0,true,0,0,0,0,0,false,30,0,0,5,3,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
6516,"선더라",false,405,4,132,83,3210,3250,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,15,0,true,0,0,0,0,0,false,30,0,0,5,5,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
6517,"부조화의 신벌",false,405,4,0,0,4728,4729,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,40,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6518,"부조화의 벌",false,405,4,0,0,4730,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6519,"부조화의 신벌",false,405,4,0,0,4915,4916,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,40,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6520,"부조화의 벌",false,405,4,0,0,4917,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6521,"뜨거운 시선",false,405,4,130,218,4929,4930,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,50,0,true,0,0,0,0,0,false,40,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6522,"케알라",false,405,2,98,87,458,1875,0,-1,0,40,true,true,true,false,true,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,20,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6523,"마창 찌르기",false,405,3,130,109,4931,5006,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,20,4,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
6524,"고통의 소용돌이",false,405,3,130,80,351,1897,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,30,0,0,5,2,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
6525,"앞뒤 견제",false,405,4,130,109,5009,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,20,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6526,"측면 견제",false,405,4,130,109,5010,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,20,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6527,"반의",false,405,4,0,0,4506,4507,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6528,"흐린 낙원",false,405,4,130,109,3206,3246,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,50,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6529,"지혜의 저울",false,405,4,0,0,3207,3247,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,2,60,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6530,"빛의 이슬",false,405,4,130,109,3201,3241,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,50,18,true,0,0,0,0,0,false,10,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6531,"",false,405,4,0,0,3211,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
6532,"",false,405,4,0,0,3212,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
6533,"돌진",false,405,4,130,109,4573,4597,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,50,16,true,0,0,0,0,0,false,10,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,true,true,0,false
6534,"공격",false,405,1,0,0,3203,1875,0,-1,0,60,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6535,"친타마니",false,405,4,0,0,3204,3244,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,45,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6536,"맹돌진",false,405,4,130,109,5011,5012,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,8,0,10,true,0,0,0,0,0,false,60,0,0,3,7,0,0,0,0,0,false,false,114,false,false,true,true,true,true,false,false,true,0,false
6537,"",false,405,4,0,0,1378,3115,0,-1,0,100,false,false,false,true,false,false,false,false,false,1,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
6538,"난타",false,405,3,130,109,3209,3249,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,30,0,0,3,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
6539,"어둠의 일격",false,405,3,130,109,3206,3246,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,3,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6540,"황폐화",false,405,3,130,109,1355,2086,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,12,6,true,0,0,0,0,0,false,40,60,0,5,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
6541,"프티 라이브라",false,405,4,130,109,3206,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,false,1,0,0,true,0,0,0,0,0,false,40,150,0,0,0,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0,false
6542,"삼연격",false,405,3,0,0,3205,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6543,"뾰족한 손톱",false,405,3,0,0,3220,3260,0,-1,0,5,true,false,false,false,false,false,false,false,false,0,true,false,3,5,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,true,false,true,true,true,false,false,true,0,false
6544,"마법 망치",false,405,3,130,109,3223,3263,0,-1,0,25,false,false,false,false,false,false,true,false,false,0,false,true,2,8,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,110,false,false,false,false,false,true,false,false,true,0,false
6545,"꼬리 매타작",false,405,3,136,109,3512,3513,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,9,0,true,0,0,0,0,0,false,25,0,0,3,7,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true,0,false
6546,"뼈대 흔들기",false,405,3,130,109,3516,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,50,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6547,"어둠의 충격",false,405,3,130,109,3207,3247,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,80,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6548,"공격",false,405,1,0,0,2388,2389,0,-1,0,5,false,false,false,true,false,false,false,false,false,0,false,true,2,2,0,true,0,0,0,0,0,true,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6549,"마과학 레이저",false,405,3,3225,0,4457,4458,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,4,65,8,true,0,0,0,0,0,false,33,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,false,true,true,false,true,true,0,false
6550,"마과학 레이저",false,405,3,3226,0,4459,4460,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,65,8,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,false,true,true,false,true,true,0,false
6551,"마과학 레이저",false,405,3,3227,0,4461,4462,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,65,8,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,false,true,true,false,true,true,0,false
6552,"에테르 굴절",false,405,3,0,0,1609,2193,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,8,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6553,"빛 기둥",false,405,3,130,109,3228,3268,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6554,"공성포",false,405,3,132,109,4573,4597,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,65,10,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6555,"착지",false,405,3,0,0,4562,4586,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6556,"광란의 태양",false,405,3,136,109,3231,3271,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,true,0,0,0,0,0,false,60,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6557,"가속 레이저",false,405,3,130,109,3205,3245,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,15,0,true,0,0,0,0,0,false,25,0,0,5,7,0,0,0,0,0,false,false,78,false,false,false,true,true,true,false,false,true,0,false
6558,"확산 레이저",false,405,3,130,109,3206,3246,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,20,0,true,0,0,0,0,0,false,25,0,0,5,7,0,0,0,0,0,false,false,3,false,false,false,true,true,true,false,false,true,0,false
6559,"",false,405,3,0,0,4609,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
6560,"",false,405,3,0,0,4610,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
6561,"",false,405,3,0,0,4561,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
6562,"에테르 웅덩이",false,405,3,130,0,4516,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,32,0,true,0,0,0,0,0,false,35,0,0,5,7,0,0,0,0,0,false,false,83,false,false,false,true,true,true,false,false,true,0,false
6563,"타오르는 별",false,405,3,4539,0,4537,4538,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,31,0,true,0,0,0,0,0,false,70,0,0,5,1,0,0,0,0,0,false,false,27,false,false,false,true,true,true,false,false,true,0,false
6564,"빛 기둥",false,405,3,130,0,4463,4464,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,3,0,true,0,0,0,0,0,false,22,0,0,5,7,0,0,0,0,0,false,false,1,false,false,false,false,false,true,false,true,true,0,false
6565,"에테르 공급",false,405,3,0,0,3201,1875,0,-1,0,100,true,true,false,false,true,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
6566,"에테르 유출",false,405,3,0,0,4927,4928,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,10,0,false,0,0,0,0,0,false,70,0,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
6567,"퀘이사",false,405,4,130,109,4574,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,false,false,false,true,0,false
6568,"퀘이사",false,405,4,0,0,5059,1875,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,1,0,true,0,0,0,0,0,false,72,0,0,5,7,0,0,0,0,0,false,false,122,false,false,false,false,false,true,false,false,true,0,false
6569,"퀘이사",false,405,4,0,0,5060,1875,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,1,0,true,0,0,0,0,0,false,72,0,0,5,7,0,0,0,0,0,false,false,123,false,false,false,false,false,true,false,false,true,0,false
6570,"이행",false,405,4,132,109,3201,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,50,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6571,"복제",false,405,4,132,109,3213,1875,0,-1,0,100,false,true,true,false,true,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6572,"선더가",false,405,4,132,83,3208,3248,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,15,0,true,0,0,0,0,0,false,30,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6573,"이행",false,405,4,132,109,3208,3248,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,15,0,true,0,0,0,0,0,false,50,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6574,"에어로가",false,405,4,132,81,3209,3249,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,5,0,true,0,0,0,0,0,false,30,0,0,5,3,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
6575,"이행",false,405,4,132,109,3209,3249,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,5,0,true,0,0,0,0,0,false,50,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6576,"선더라",false,405,4,132,83,3210,3250,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,15,0,true,0,0,0,0,0,false,30,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6577,"이행",false,405,4,132,109,3210,3250,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,15,0,true,0,0,0,0,0,false,50,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6578,"부조화의 신벌",false,405,4,0,0,4728,4729,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,40,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6579,"부조화의 벌",false,405,4,0,0,4730,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
6580,"부조화의 신벌",false,405,4,0,0,4915,4916,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,40,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
