Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x5][0x8],3 [0x3][0xc],4 [0x3][0xd],5 [0x3][0xe],6 [0x3][0xf],7 [0x19][0x14],8 [0x1a][0x14],9 [0x1b][0x14],10 [0x1c][0x14],11 [0x1d][0x14],12 [0x1e][0x14],13 [0x1f][0x14],14 [0x20][0x14],15 [0x3][0x10],16 [0x19][0x15],17 [0x3][0x11],18 [0x1a][0x15],19 [0x5][0xa],20 [0x1b][0x15],21 [0x1c][0x15],22 [0x3][0x12],23 [0x3][0x13]
887,"노피카의 호부: 커르다스 서부고지","레벨 60 성목이나 약초밭에서 채집할 때 '숨겨진 채집 지점'을 찾을 수 있게 된다.<br>대상 지역: 커르다스 서부고지",11058,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
888,"노피카의 호부: 고지 드라바니아","레벨 60 성목이나 약초밭에서 채집할 때 '숨겨진 채집 지점'을 찾을 수 있게 된다.<br>대상 지역: 고지 드라바니아",11058,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
889,"노피카의 호부: 저지 드라바니아","레벨 60 성목이나 약초밭에서 채집할 때 '숨겨진 채집 지점'을 찾을 수 있게 된다.<br>대상 지역: 저지 드라바니아",11058,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
890,"노피카의 호부: 드라바니아 구름바다","레벨 60 성목이나 약초밭에서 채집할 때 '숨겨진 채집 지점'을 찾을 수 있게 된다.<br>대상 지역: 드라바니아 구름바다",11058,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
891,"노피카의 호부: 아발라시아 구름바다","레벨 60 성목이나 약초밭에서 채집할 때 '숨겨진 채집 지점'을 찾을 수 있게 된다.<br>대상 지역: 아발라시아 구름바다",11058,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
892,"노피카의 호부: 마법대륙 아지스 라","레벨 60 성목이나 약초밭에서 채집할 때 '숨겨진 채집 지점'을 찾을 수 있게 된다.<br>대상 지역: 마법대륙 아지스 라",11058,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
893,"받는 피해 증가","받는 피해량이 증가한 상태.",17101,5,2,17,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
894,"바람속성 저항 감소","바람속성 저항이 떨어진다.",18201,4,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
895,"무적","받는 피해를 무효화하는 상태.",15024,0,1,16,0,false,false,false,false,false,false,true,true,1,true,0,true,0,false,false,0,0
896,"극한 채집","소장품을 채집할 때 '소장 가치'의 최대치가 높아지는 상태.",11012,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0
897,"○削除予定","連続してＨＰが回復している状態。",12626,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
898,"번개속성 저항 감소","번개속성 저항이 떨어진 상태.",17741,2,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
899,"물리 피해 감소","물리 공격으로 받는 피해량이 감소되는 상태.",15052,0,1,16,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
900,"시간 정지","시간이 정지한 상태.",15579,0,2,17,0,true,false,true,false,false,false,false,false,200,true,0,false,0,false,false,0,0
901,"구속","행동이 불가능한 상태.",15545,0,2,17,0,false,false,true,true,false,false,false,false,100,true,0,false,0,false,false,0,0
902,"부대 혜택: MGP 증가","맨더빌 골드 소서 포인트 획득량이 증가하는 상태.",16519,0,1,16,0,false,false,false,false,false,false,true,true,0,false,0,true,0,true,false,0,0
903,"소장품 제작","특정 아이템 제작 시 결과물을 소장품으로 획득할 수 있는 상태.",16116,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0
904,"표식","표적으로 점찍힌 상태.다른 플레이어에게 접근하면 표식 대상이 옮겨간다.",15026,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
905,"동결","몸이 얼어붙고 있는 상태. 4단계 누적되면 빙결 상태가 된다.",17661,4,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
906,"암흑의 힘","어두운 감정을 태워 암흑의 힘을 얻은 상태. 주는 피해량이 상승하고 받는 피해량이 감소한다.",17061,5,1,16,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
907,"아르카나의 축복","아르카나의 축복을 받은 상태. 주는 회복량이 상승한다.",17061,8,1,16,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
908,"바하무트 에테르","바하무트의 에테르를 쐬어 감응력이 높아진 상태. 6번 누적되면 빙의 상태가 된다.",17061,6,1,16,0,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0
909,"MP 지속 회복","지속적으로 MP가 회복되는 상태.",10408,0,1,16,0,false,false,false,false,false,false,false,false,5,true,0,false,0,false,false,0,0
910,"죽음의 선고","카운트가 0이 되면 전투불능이 되는 상태.",15503,0,2,9,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
911,"얼음 바닥","얼어붙은 땅바닥 위에 있는 상태. 이동하면 미끄러진다.",15615,0,2,17,0,false,false,false,false,false,false,true,true,100,true,0,false,0,false,false,0,0
912,"받는 피해 감소","받는 피해량이 감소되는 상태.",15021,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
913,"점지: 아제마의 균형","아제마의 균형 카드를 뽑은 상태.",13229,0,1,19,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
914,"점지: 세계수의 줄기","세계수의 줄기 카드를 뽑은 상태.",13230,0,1,20,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
915,"점지: 오쉬온의 화살","오쉬온의 화살 카드를 뽑은 상태.",13231,0,1,21,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
916,"점지: 할로네의 창","할로네의 창 카드를 뽑은 상태.",13232,0,1,22,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
917,"점지: 살리아크의 물병","살리아크의 물병 카드를 뽑은 상태.",13233,0,1,23,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
918,"점지: 비레고의 탑","비레고의 탑 카드를 뽑은 상태.",13234,0,1,24,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
919,"간파","잠복 상태인 적을 공격할 수 있는 상태.",15676,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0
920,"보류: 아제마의 균형","아제마의 균형 카드를 보류한 상태.",13235,0,1,19,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
921,"보류: 세계수의 줄기","세계수의 줄기 카드를 보류한 상태.",13236,0,1,20,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
922,"보류: 오쉬온의 화살","오쉬온의 화살 카드를 보류한 상태.",13237,0,1,21,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
923,"보류: 할로네의 창","할로네의 창 카드를 보류한 상태.",13238,0,1,22,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
924,"보류: 살리아크의 물병","살리아크의 물병 카드를 보류한 상태.",13239,0,1,23,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
925,"보류: 비레고의 탑","비레고의 탑 카드를 보류한 상태.",13240,0,1,24,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
926,"수면","잠에 빠져 행동이 불가능한 상태.",15013,0,2,2,123,true,false,true,false,false,false,false,false,100,true,0,false,0,false,false,0,3
927,"꽃꿀","온몸에 꽃꿀이 묻은 상태.",15583,0,2,17,0,false,false,false,false,false,false,false,false,200,true,1,false,0,false,false,0,0
928,"검은 위협","번개야수가 광분하여 날뛰는 상태.",15503,0,1,0,0,false,false,false,false,false,false,false,true,0,true,0,false,0,false,false,0,0
929,"받는 피해 감소","받는 피해량이 감소되는 상태.",15021,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
930,"구속","행동이 불가능한 상태.",15545,0,2,17,0,false,false,true,true,false,false,true,true,100,true,0,false,0,false,false,0,0
931,"타격 저항 감소","타격속성 저항이 떨어진 상태.",17701,8,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
932,"격리","동료에게서 격리된 상태.",15677,0,2,0,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
933,"마법 회복력 감소","마법 회복력이 떨어진 상태.",15059,0,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
934,"물리 피해 증가","물리 공격으로 받는 피해량이 증가하는 상태.",15053,0,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
935,"PC방 혜택","PC방에서 접속한 상태.<br>적 처치 시에 얻는 경험치와 길이 증가한다.<br>던전 공략 시 파티원 모두에게 'PC방 초월하는 힘'이 부여된다.",16218,0,1,16,0,false,false,false,false,false,false,true,true,100,true,0,true,0,false,false,0,0
936,"PC방 초월하는 힘","PC방에서 접속한 파티원이 존재하는 상태.<br>최대 HP 및 적에게 주는 피해량과 회복마법의 회복량이 증가한다.",16219,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
937,"기생","기생당해 조종당하는 상태. 다른 플레이어를 지속적으로 공격한다.<br>공격당한 플레이어도 기생 상태가 된다.",15680,0,2,17,132,false,false,false,true,false,true,false,false,100,true,1,false,0,false,false,0,0
938,"질식","지속시간이 끝나면 질식하여 전투불능 상태가 된다.",15665,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
939,"기술 실행 불가","기술을 실행할 수 없는 상태.",15045,0,2,3,0,false,false,true,false,false,false,false,false,100,true,0,false,0,false,false,0,0
940,"고통","무속성 피해로 HP가 서서히 줄어드는 상태.",17121,8,2,17,0,false,false,false,false,false,false,true,true,10,true,0,false,0,false,false,0,0
941,"원거리 무효","원거리 공격을 무효화하는 상태.",15681,0,1,16,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
942,"마법 무효","마법 공격을 무효화하는 상태.",15682,0,1,16,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
943,"성검의 가호","성검 아스칼론에 숨겨진 용의 눈의 힘으로 가호를 받은 상태.",18241,8,1,16,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
944,"창천의 검","적에게 주는 피해량이 상승한 상태. 인접한 아군에게 같은 효과가 적용된다.",15668,0,1,16,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
945,"창천의 방패","받는 피해량이 감소한 상태. 인접한 아군에게 같은 효과가 적용된다.",15667,0,1,16,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
946,"거미 형태","거미 형태를 이루고 있는 상태.",15679,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
947,"새 형태","새 형태를 이루고 있는 상태.",15678,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
948,"번개속성 반격","모든 공격에 대해 번개속성으로 반격하는 상태.",15684,0,1,16,0,false,false,false,false,false,false,true,false,1,true,0,false,0,false,false,0,0
949,"불속성 반격","모든 공격에 대해 불속성으로 반격하는 상태.",15685,0,1,16,0,false,false,false,false,false,false,true,false,1,true,0,false,0,false,false,0,0
950,"얼음속성 반격","모든 공격에 대해 얼음속성으로 반격하는 상태.",15686,0,1,16,0,false,false,false,false,false,false,true,false,1,true,0,false,0,false,false,0,0
951,"바람속성 반격","모든 공격에 대해 바람속성으로 반격하는 상태.",15687,0,1,16,0,false,false,false,false,false,false,true,false,1,true,0,false,0,false,false,0,0
952,"땅속성 반격","모든 공격에 대해 땅속성으로 반격하는 상태.",15688,0,1,16,0,false,false,false,false,false,false,true,false,1,true,0,false,0,false,false,0,0
953,"물속성 반격","모든 공격에 대해 물속성으로 반격하는 상태.",15689,0,1,16,0,false,false,false,false,false,false,true,false,1,true,0,false,0,false,false,0,0
954,"무속성 반격","모든 공격에 대해 무속성으로 반격하는 상태.",15690,0,1,16,0,false,false,false,false,false,false,true,false,1,true,0,false,0,false,false,0,0
955,"회복마법 효과 향상","회복마법 회복량이 증가한 상태.",15058,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
956,"운명의 수레바퀴","지속적으로 HP가 회복되는 상태.",13225,0,1,16,0,false,false,false,false,false,false,false,false,5,true,0,false,0,false,false,0,0
957,"소화 효소","소화 효소가 묻은 상태. 포식 효과가 상승한다.",18421,8,2,17,0,false,false,false,false,false,false,true,false,0,true,0,false,0,false,false,0,0
958,"표식","표적으로 점찍힌 상태.<br>다른 적에게 접근하면 표식 대상이 옮겨간다.",15026,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
959,"인간 형태","인간 형태를 이루고 있는 상태.",15669,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
960,"열병","몸이 극도로 뜨거워진 상태. 행동을 할 때마다 불속성 피해를 받는다.",15647,0,2,17,130,false,false,false,false,false,false,false,false,99,true,0,false,0,false,false,0,23
961,"포획","적에게 포획된 상태. 행동할 수 없으며, HP가 서서히 줄어든다.",15564,0,2,17,0,true,false,true,false,false,false,false,false,0,true,0,false,0,false,false,0,0
962,"공격력 상승","공격력이 상승한 상태.",15050,0,1,16,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
963,"공격력 감소","공격력이 떨어진 상태.",15051,0,2,17,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
964,"방어력 상승","방어력이 상승한 상태.",15052,0,1,16,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
965,"방어력 감소","방어력이 떨어진 상태.",15053,0,2,17,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
966,"속도 상승","속도가 상승한 상태.",15062,0,1,16,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
967,"속도 감소","속도가 떨어진 상태.",15063,0,2,17,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
968,"비전석 파괴","비전석 공격 시 더 많은 피해를 주는 상태.",16206,0,1,16,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
969,"무적","모든 피해를 무효화하는 상태.",15024,0,1,16,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
970,"동물 무효","'동물' 유형으로부터 피해를 받지 않는 상태.",16601,0,1,16,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
971,"마물 무효","'마물' 유형으로부터 피해를 받지 않는 상태.",16602,0,1,16,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
972,"인형 무효","'인형' 유형으로부터 피해를 받지 않는 상태.",16603,0,1,16,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
973,"기계 무효","'기계' 유형으로부터 피해를 받지 않는 상태.",16604,0,1,16,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
974,"동물 약점","'동물' 유형으로부터 받는 피해량이 상승한 상태.",16605,0,2,17,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
975,"마물 약점","'마물' 유형으로부터 받는 피해량이 상승한 상태.",16606,0,2,17,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
976,"인형 약점","'인형' 유형으로부터 받는 피해량이 상승한 상태.",16607,0,2,17,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
977,"강제 귀환","일정 시간이 지나면 강제로 귀환하는 상태.",15607,0,2,17,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
978,"공방 상승","공격력과 방어력이 상승한 상태.",15050,0,1,16,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
979,"지속 피해","HP가 서서히 줄어드는 상태.",15007,0,2,17,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
980,"범위 공격","자동 공격이 범위 공격으로 변화한 상태.",15641,0,1,16,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
981,"무적","모든 피해를 무효화하는 상태.",15024,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
982,"동물 무효","'동물' 유형으로부터 피해를 받지 않는 상태.",15024,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
983,"마물 무효","'마물' 유형으로부터 피해를 받지 않는 상태.",15024,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
984,"인형 무효","'인형' 유형으로부터 피해를 받지 않는 상태.",15024,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
985,"기계 무효","'기계' 유형으로부터 피해를 받지 않는 상태.",15024,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
986,"이동 불가","이동이 불가능한 상태.",15609,0,2,17,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
987,"특수기 함정화","특수기가 함정으로 변화한 상태. 특수기를 발동하면 함정이 설치된다.",16609,0,1,16,0,false,false,false,false,false,false,true,true,0,true,8,false,0,false,false,0,0
988,"마비","모든 행동이 불가능한 상태.",15006,0,2,17,0,false,false,false,false,false,false,false,false,0,true,8,false,0,false,false,0,0
989,"서서히 HP 회복","지속적으로 HP가 회복되는 상태.",17521,16,1,16,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
990,"구속","행동이 불가능한 상태.",15545,0,2,17,0,true,false,true,true,false,false,true,true,100,true,0,false,0,false,false,0,0
991,"유혹","유혹에 마음이 빼앗겨 몸이 멋대로 움직이는 상태.",15552,0,2,17,129,false,false,true,true,false,true,false,false,100,true,0,false,0,false,false,0,0
992,"공격 용품","공격 용품을 사용하여, 주는 피해량이 상승한 상태.",15719,0,1,0,0,false,false,false,false,false,false,false,false,99,true,0,true,0,false,false,0,0
993,"방어 용품","방어 용품을 사용하여, 받는 피해량이 떨어진 상태.",15720,0,1,0,0,false,false,false,false,false,false,false,false,98,true,0,true,0,false,false,0,0
994,"위기 시간","위기 시간에 돌입하여, 받는 피해량이 상승한 상태. 중첩될수록 효과가 커진다.",18621,5,2,17,0,false,false,false,false,false,false,true,true,1,true,0,true,0,false,false,0,0
995,"충격","충격을 받아 적에게 주는 피해량이 떨어진 상태. 일정 수 중첩되면 뇌진탕 상태가 된다.",18521,4,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
996,"뇌진탕","뇌진탕으로 행동불능이 된 상태. 받는 피해량이 증가한다.",15712,0,2,17,0,false,false,true,true,false,false,false,false,100,true,11,false,0,false,false,0,0
997,"뇌진탕","뇌진탕으로 행동불능이 된 상태. 받는 피해량이 증가한다.",15712,0,2,17,0,false,false,true,true,false,false,false,false,100,true,11,false,0,false,false,0,0
998,"고블린 포션: 근육","약품의 영향을 받아 사스콰치로 변신한 상태.<br>기술 실행 불가. 전용 기술 '구타'만 실행 가능.",15713,0,1,16,0,false,false,true,false,true,false,false,false,100,true,2,true,0,false,false,0,9
999,"고블린 포션: 속도","약품의 영향을 받아 대머리수리로 변신한 상태.<br>기술 실행 불가. 전용 기술 '칼날 날개'만 실행 가능.",15714,0,1,16,0,false,false,true,false,true,false,false,false,100,true,2,true,0,false,false,0,9
1000,"고블린 포션: 은신","약품의 영향을 받아 투명해진 상태. 적에게 발각될 확률이 낮아진다.",15715,0,1,16,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,true,0,0
1001,"고블린 포션 중독","고블린 포션을 너무 많이 마셔 중독된 상태.<br>지속시간이 끝나거나 일정 이상 중첩되면 부작용이 일어난다.",18541,12,2,17,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
1002,"고블린 포션 부작용","고블린 포션의 부작용이 나타난 상태.",15717,0,2,4,126,false,false,false,false,false,false,false,false,100,true,1,false,0,false,false,0,0
1003,"근육질 과학자","약품의 영향을 받아 근육질이 된 상태. 주는 피해량이 증가하며, 받는 피해량이 감소한다.",15718,0,1,16,0,false,false,false,false,true,false,true,true,100,true,2,false,0,false,false,0,9
1004,"출혈독","출혈독에 걸려 HP가 서서히 줄어드는 상태. 일정 이상 중첩되면 전투불능이 된다.",18561,8,2,17,0,false,false,false,false,false,false,true,true,200,true,10,false,0,false,false,0,23
1005,"역장: 물리 특화","역장의 영향을 받은 상태. 물리 공격으로 받는 피해량이 크게 감소하며, 마법 공격으로 받는 피해량이 크게 증가한다.",15709,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
1006,"역장: 마법 특화","역장의 영향을 받은 상태. 마법 공격으로 받는 피해량이 크게 감소하며, 물리 공격으로 받는 피해량이 크게 증가한다.",15710,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
1007,"투명화","몸이 투명해져 모습이 보이지 않는 상태.",15642,0,1,16,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,true,1,0
1008,"고블린 포션: 치유","약품의 영향을 받아 치유력이 높아진 상태. 출혈독을 치료하고, HP가 서서히 회복된다.",15716,0,1,16,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
1009,"서서히 두꺼비화","조금씩 두꺼비가 되어가는 상태. 일정 이상 중첩되면 두꺼비로 변한다.",18641,8,2,17,0,false,false,false,false,false,false,true,false,0,true,0,false,0,false,false,0,0
1010,"구속","행동이 불가능한 상태.",15545,0,2,17,0,false,false,true,true,false,false,true,true,100,true,9,false,0,false,false,3,0
1011,"극독","독이 퍼져 회복마법으로 받는 HP 회복 효과가 저하되고 HP가 서서히 줄어드는 상태.",18581,8,2,17,0,false,false,false,false,false,false,true,true,50,true,0,false,0,false,false,0,0
1012,"고양감","기분이 고조된 상태.",18601,8,1,16,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
1013,"역전","백마법 효과를 반전시켜 파괴의 힘을 부여한 상태.",15691,0,1,16,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
1014,"서서히 HP 회복","지속적으로 HP가 회복되는 상태.",12626,0,1,16,0,false,false,false,false,false,false,false,false,5,true,0,false,0,false,false,0,0
1015,"생명","일시적인 생명을 얻은 상태. 중첩 수를 소비하여 전투불능 상태를 면할 수 있다.",18661,2,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
1016,"주는 피해량 감소","적에게 주는 피해량이 떨어진 상태.",18441,16,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
1017,"물리 공격 피해량 상승","물리 공격 피해량이 상승한 상태.",15050,0,1,16,0,false,false,false,false,false,false,true,true,1,true,0,false,0,false,false,0,0
1018,"물리 공격 피해량 상승","물리 공격 피해량이 상승한 상태.",18461,16,1,16,0,false,false,false,false,false,false,true,true,1,true,0,false,0,false,false,0,0
1019,"마법 공격 피해량 상승","마법 공격 피해량이 상승한 상태.",18481,16,1,16,0,false,false,false,false,false,false,true,true,1,true,0,false,0,false,false,0,0
1020,"산술: 아군 수","주변에 있는 아군 수만큼 능력이 향상되는 상태.",15693,0,1,16,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
1021,"산술: 고도 1","'고도 1'로 지정된 상태. 낮은 곳에 있으면 공격을 받는다.",15694,0,2,17,0,false,false,false,false,false,false,true,true,199,true,0,false,0,false,false,0,0
1022,"산술: 고도 2","'고도 2'로 지정된 상태. 높은 곳에 있으면 공격을 받는다.",15695,0,2,17,0,false,false,false,false,false,false,true,true,199,true,0,false,0,false,false,0,0
1023,"물속성 압축","압축된 물속성 에테르를 띤 상태. 효과가 끝날 때 물속성 공격을 실행한다.",15696,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
1024,"번개속성 압축","압축된 번개속성 에테르를 띤 상태. 효과가 끝날 때 번개속성 공격을 실행한다.",15697,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
1025,"물속성 저항 감소[강]","물속성 저항이 크게 떨어진 상태.",15698,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
1026,"번개속성 저항 감소[강]","번개속성 저항이 크게 떨어진 상태.",15597,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
1027,"최후의 체벌","체벌을 받도록 명령받은 상태. 위반하면 더 큰 벌이 내린다.",18501,4,2,17,0,false,false,false,false,false,false,false,false,199,true,0,false,0,false,false,0,0
1028,"직접 공격","직접 공격이 가능한 상태.",15652,0,1,16,0,false,false,false,false,false,false,true,true,40,true,0,true,0,false,false,0,0
1029,"최후의 임시 판결 α","α죄로 임시 판결을 받은 상태.",15699,0,2,17,0,false,false,false,false,false,false,false,false,197,true,0,false,0,false,false,0,0
1030,"최후의 임시 판결 β","β죄로 임시 판결을 받은 상태.",15700,0,2,17,0,false,false,false,false,false,false,false,false,197,true,0,false,0,false,false,0,0
1031,"최후의 심판: HP 최대","'HP 최대' 명령을 받은 상태. 위반하면 더 큰 벌이 내린다.",15701,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
1032,"최후의 심판: HP 최소","'HP 최소' 명령을 받은 상태. 위반하면 더 큰 벌이 내린다.",15702,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
1033,"최후의 심판: 약화 1","'약화 1' 명령을 받은 상태. 위반하면 더 큰 벌이 내린다.",15703,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
1034,"최후의 심판: 약화 2","'약화 2' 명령을 받은 상태. 위반하면 더 큰 벌이 내린다.",15704,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
1035,"최후의 심판: 약화 3","'약화 3' 명령을 받은 상태. 위반하면 더 큰 벌이 내린다.",15705,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
1036,"최후의 심판: 임시 판결 α","'임시 판결 α' 명령을 받은 상태. 위반하면 더 큰 벌이 내린다.",15706,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
1037,"최후의 심판: 임시 판결 β","'임시 판결 β' 명령을 받은 상태. 위반하면 더 큰 벌이 내린다.",15707,0,2,17,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
1038,"최후의 풍장","정의의 회오리에 접촉하여 바람속성 영향을 받은 상태. 정의의 회오리로 받는 피해량이 상승한다.",15708,0,2,17,0,false,false,false,false,false,false,false,false,198,true,0,false,0,false,false,0,0
1039,"빛의 결의","빛의 전사로서 굳게 결의하여 자신의 한계를 초월한 상태.",15711,0,1,16,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
1040,"빛의 결의","빛의 전사로서 굳게 결의하여 자신의 한계를 초월한 상태.",15711,0,1,16,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
1041,"빛의 결의","빛의 전사로서 굳게 결의하여 자신의 한계를 초월한 상태.",15711,0,1,16,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
1042,"직접 공격","직접 공격이 가능한 상태.",15652,0,1,16,0,false,false,false,false,false,false,true,true,40,true,0,true,0,false,false,0,0
1043,"직접 공격","직접 공격이 가능한 상태.",15652,0,1,16,0,false,false,false,false,false,false,true,true,40,true,0,true,0,false,false,0,0
1044,"자기부상","자력으로 공중에 뜬 상태.",15037,0,1,16,128,false,false,false,false,false,false,true,true,1,true,12,true,0,false,false,0,0
