Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x0][0x8],3 [0x0][0xc],4 [0x0][0x10],5 [0x3][0x14],6 [0x3][0x15],7 [0x3][0x16],8 [0x19][0x18],9 [0x1a][0x18],10 [0x1b][0x18],11 [0x1c][0x18],12 [0x1d][0x18],13 [0x3][0x17]
158,"꼬마 친구 '푸른손 인형'을 불러낸다.<br>고블린 전사의 모습을 본뜬 마법인형. 승리 아니면 죽음뿐이다.","고블린 전사의 모습을 본뜬 마법인형. 과학자 집단 '푸른손'이 고블린족의 우수성을 선전하기 위해 만들었다. 브레이플록스가 고블린 치즈 요리법과 함께 설계도를 훔쳐내는 바람에 제조법이 유출된 모양이다.","고브고브!","끈끈이","6초 동안 범위 안에 있는 아군의 이동 속도를 35% 향상시킵니다.",35,35,3,false,false,true,false,false,3
159,"꼬마 친구 '호박 집사'를 불러낸다.<br>어쩌다 보니 받게 된 만드라고라 집사.","자칭 만드라고라 집사. 원래 토마토 왕의 집사였지만, 박한 대우를 견디지 못해 도망쳤다. 혈혈단신 여행하던 중 대륙기예단에 붙잡혀 일하게 되었으나, 모험가 길드 조사원에게 구출되었다……고 한다.","♪×＄◎?","오한","15초 동안 범위 안에 있는 적의 공격력을 50% 감소시킵니다.",40,50,2,false,true,true,false,false,4
160,"꼬마 친구 '에키드나 인형'을 불러낸다.<br>에키드나의 모습을 본뜬 마법인형. 잠이 많아 일어나기 힘들어한다.","에키드나의 모습을 본뜬 제작자 미상의 마법인형. 관 뒷면에는 현대식 공용어로 ""돌아가고 싶은 일념으로 틈새에 뛰어들자, 기묘한 배 안에 들어왔다. 바로 그곳에서 잠자는 미녀를 만났다.""라는 글귀가 새겨져 있다.","쿠울……","죽음의 낫","아군 및 적군의 방어막과 탐색의 눈을 파괴합니다. 특수기 포인트를 사용한 꼬마 친구는 귀환됩니다.",50,45,3,true,true,false,false,false,8
161,"꼬마 친구 '릴름 인형'을 불러낸다.<br>옛 영웅의 모습을 본뜬 마법인형. 정신 똑바로 차려!","옛 영웅 '릴름'의 모습을 본뜬 마법인형. 그림을 그려 마물의 환영을 만드는 뛰어난 마도사였다는 전설에 따라, 붓을 꺼내 무언가를 그리는 동작을 취한다. 하지만 그림 실력까지는 재현하지 못한 듯하다.","정신 똑바로 차려!","스케치","10초 동안 특수기 포인트를 사용한 꼬마 친구의 방어력을 40 향상시킵니다.",40,25,2,false,false,true,true,false,3
162,"꼬마 친구 '사냥매'를 불러낸다.<br>사냥용으로 훈련된 매. 와라, 사냥매!","사냥용 매. 디아뎀 제도에서 만난 모험가의 실력을 인정하고 함께 사냥할 동료로 선택한 듯하다. 고대 야수가 들끓는 위험한 하늘에서 살아남은 만큼 매우 강인하며, 사냥감을 찾아내는 눈이 날카롭다.","매의 눈!","매의 눈!","15초 동안 범위 안에 있는 적의 공격력을 50% 감소시킵니다.",40,50,4,false,false,false,false,false,4
163,"꼬마 친구 '뽈록눈'을 불러낸다.<br>어린 볼록눈. 뭘 봐!?","어린 볼록눈. 요마학상 분류로는 가장 낮은 제12위에 해당하지만, 빙의한 '눈알'의 본래 주인이 강할수록 성장 후에 힘을 발휘한다고 한다. 이 눈알이 과연 양의 것인지, 용의 것인지가 관건이다.","물끄러미……","뚫어지게 보기","10초 동안 범위 안에 있는 적의 이동 속도를 70% 감소시킵니다.",50,40,3,false,false,false,false,false,4
164,"꼬마 친구 '왕자 펭귄'을 불러낸다.<br>어린 황제펭귄. 자신의 제국을 건설하는 게 꿈이다.","어린 황제펭귄. 자신의 제국을 건설하기 위해 신하를 구하는 여행길에 오른 후, 이곳저곳을 떠돌다 도착한 곳이 골드 소서였다고 한다. 가혹한 건국 전쟁에서 승리하기 위해 우수한 전략가를 찾는다고 한다.","뀨잇!?","동상","10초 후 발동할 수 있는 함정을 설치합니다. 함정을 발동시키면 20초 동안 범위 안에 있는 적에게 초당 20의 지속 피해를 줍니다.",35,30,2,true,true,false,false,false,2
165,"꼬마 친구 '트윈타니아 인형'을 불러낸다.<br>트윈타니아의 모습을 본뜬 알라그제 마법인형. 또 알라그야?","트윈타니아의 모습을 본뜬 알라그제 마법인형. 남방대륙 메라시디아 제압을 기념하여 알라그 제국 마과학부에서 아동용으로 제작한 기념품인 듯하다. 고리형 구속 장치까지 실제와 흡사하게 표현되어 있다. 또 알라그야?","사형 선고!","신경 연결","6초 동안 범위 안에 있는 아군의 방어력을 10 향상시킵니다. 아군이 '마물' 유형일 경우 방어력을 30 향상시킵니다.",80,60,3,false,false,false,false,false,3
166,"꼬마 친구 '꼬마 머윗잎 요정'을 불러낸다.<br>어린 머윗잎 요정. 수분 보충에 항상 신경을 쓴다.","어린 머윗잎 요정. 먼 옛날 성 모샨 식물원에서 연구용으로 재배되던 초목강 머위속의 자손이다. 원산지는 극동의 섬나라인 '동쪽 나라'이지만, 태어난 곳은 샬레이안이다. 새로운 거주지를 찾고 있다.","머우, 머우……","모종판","20초 동안 범위 안에 있는 적에게 초당 10의 지속 피해를 줍니다.",30,55,3,false,false,true,false,false,1
167,"꼬마 친구 '프리오닐 인형'을 불러낸다.<br>옛 영웅의 모습을 본뜬 마법인형. 뭐 어때! 공짜잖아.","옛 영웅 '프리오닐'의 모습을 본뜬 마법인형. 매우 공들여 만든 인형으로, 한 뱃사람이 당대의 영웅에게 바치겠다며 가져왔다. 뭔가 수상한 의도가 감춰진 것 같지만, 일단 받을 건 받자. 뭐 어때! 공짜잖아.","……꿀꺽……","꿀꺽","범위 안에 있는 적에게 공격력 80만큼 피해를 주고 6초 동안 방어력을 13% 감소시킵니다.",75,20,3,false,true,false,false,false,1
168,"꼬마 친구 '이프리트 인형'을 불러낸다.<br>화염신 이프리트의 모습을 본뜬 마법인형. 이 몸의 '지옥의 화염'으로 불타올라라!","화염신 이프리트의 모습을 본뜬 마법인형. 모험가의 화염신 토벌을 기념하여 재봉사 길드가 발표한 승전 기념인형. 야만신조차 꺾는다는 개념이 유행에 민감한 울다하 젊은이들의 마음을 사로잡으며 순식간에 인기에 불이 붙었다.","역전분투!","지옥의 화염","범위 안에 있는 적에게 공격력 90만큼 피해를 줍니다.",85,35,3,false,false,false,false,false,1
169,"꼬마 친구 '가루다 인형'을 불러낸다.<br>바람신 가루다의 모습을 본뜬 마법인형. 너의 목! 갈기갈기 찢어주마!","바람신 가루다의 모습을 본뜬 마법인형. 당초 그리다니아에서는 적대 종족이 숭배하는 야만신을 인형으로 만든 것에 거부감이 있었으나, 이 인형이 액막이에 좋다는 기사가 '주간 레이븐'에 실리자마자 큰 인기를 얻었다고 한다.","나우 폴!","대기 폭발","범위 안에 있는 적의 특수기 포인트를 최대치의 30%만큼 감소시킵니다.",50,25,4,true,false,false,false,false,4
170,"꼬마 친구 '타이탄 인형'을 불러낸다.<br>바위신 타이탄의 모습을 본뜬 마법인형. '대지의 분노'로 산산이 부서져라아아아아아!","바위신 타이탄의 모습을 본뜬 마법인형. 재봉사 길드가 발표한 야만신 시리즈 제2탄. 설계 과정에서 바위신 토벌 경험이 있는 전직 바다영웅단 영웅 트라흐툼을 특별 고문으로 초빙하여, 그의 증언을 바탕으로 실감 나게 디자인했다.","바나나 먹어라!","화들짝 감옥","5초 동안 범위 안에 있는 적의 이동을 봉쇄합니다.",30,75,2,false,false,false,true,false,4
171,"꼬마 친구 '리바이어선 인형'을 불러낸다.<br>수신 리바이어선의 모습을 본뜬 마법인형. 모든 것을 휩쓸리라!","수신 리바이어선의 모습을 본뜬 마법인형. 타이탄 인형에 이어 전직 바다영웅단 트라흐툼을 특별 고문으로 기용했다. 그가 ""요 정도?""라고 지시한 균형에 맞춰 수신 특유의 신체 곡선이 재현되었다.","파인애플! 파인애플!","리바이어","가장 가까운 적군 소환진에 90%의 피해를 줍니다. 이미 파괴되었을 경우에는 효과가 없습니다.",60,65,2,true,true,false,false,false,8
172,"꼬마 친구 '준두 인형'을 불러낸다.<br>준두족의 모습을 본뜬 마법인형. 봄바람처럼 너그럽구나!","바누바누족의 모습을 본뜬 마법인형. 유려한 군두족 주술사가 너그러운 준두족과의 우호를 기념하여 만들었다. 햇살처럼 빛나는 준두족의 날개 색을 재현하기 위해, 차마 입에 담기 힘든 재료를 사용했다고 한다.","준두, 준두!","너그러운 태양의 춤","6초 동안 범위 안에 있는 아군의 공격력을 25 향상시킵니다.",45,30,2,true,false,false,false,false,3
173,"꼬마 친구 '오르슈팡 인형'을 불러낸다.<br>오르슈팡의 모습을 본뜬 마법인형. 아주 좋아!","포르탕 가 기사 오르슈팡의 모습을 본뜬 마법인형. 백성과 친구를 위해 싸운 한 기사의 정신을 후세에 전하기 위해, 아유나르트 가 장남 스테파니비앙이 제작했다. 그 모습은 생전의 오르슈팡을 방불케 한다.","아주 좋아!","아주 좋아!","10초 동안 특수기 포인트를 사용한 꼬마 친구의 방어력을 40 향상시킵니다.",85,45,4,false,false,false,true,false,3
174,"꼬마 친구 '네로 인형'을 불러낸다.<br>초 천재 네로의 모습을 본뜬 마법인형. 건해머 '묠니르' 포함.","초 천재 기공사 '네로 톨 스카이와'의 모습을 본뜬 최고의 마법인형. 최고로 끝내주는 무기인 건해머 '묠니르'도 포함된다. 너희 회사에서 파는 싸구려 마법인형과는 비교가 안 된다고, 갈론드…….","갈론드……","역공학","적군이 배치한 함정을 아군의 함정으로 발동시킵니다. 공격력에 따른 피해를 주는 함정일 경우 피해량을 1.5배로 향상시킵니다.",50,60,3,false,true,false,false,false,1
175,"꼬마 친구 '바스 인형'을 불러낸다.<br>'끊어진 자들'의 모습을 본뜬 마법인형. 스스스스스…….","그나스족 '끊어진 자들'의 모습을 본뜬 마법인형. 인간이 마법인형을 데리고 다니는 것을 본 한 그나스족이 감명을 받아 제작했다고 한다. 그때부터 이 그나스족은 '인형술사'를 자처하게 되었다.","스스스스스……","날쌘돌이","10초 동안 특수기 포인트를 사용한 꼬마 친구의 이동 속도를 30% 향상시킵니다.",60,35,2,false,true,false,false,false,3
176,"꼬마 친구 '꼬마 파우스트'를 불러낸다.<br>'푸른손'이 개발한 종합 화력 평가용 소형 기공병.","파우스트를 축소 설계한 소형 기공병. 고블린족 과학자 집단 '푸른손'이 새로운 병기의 종합적인 화력을 평가하기 위한 표적으로 설계했다고 한다. 몸 바쳐 도전자를 막아내는 모습에 배울 점이 많다.","더 연습하고 와라","참교육","범위 안에 있는 적에게 공격력 380만큼 피해를 줍니다.",100,75,3,false,false,true,false,false,1
177,"꼬마 친구 '신 야슈톨라'를 불러낸다.<br>야슈톨라의 모습을 본뜬 마법인형이 새로운 복장으로 등장.","모험가 길드가 에오르제아 신생을 기념하여 준비한 마법인형. '새벽의 혈맹' 소속 현자 야슈톨라를 모델로 삼아, 르베유르 가문의 모 후계자가 기억에 의지해 그린 정교한 인물화를 참고했다고 한다.","다 됐어요!","에테르 펄스","5초 동안 범위 안에 있는 아군이 '동물' 유형의 공격에 피해를 받지 않게 합니다.",80,50,2,false,false,false,false,false,3
178,"꼬마 친구 '칼카'를 불러낸다.<br>무섭고도 귀여운 마법인형. 제 발로 기어들어 오다니!","무섭고도 귀여운 마법인형. '거꾸로 선 탑'을 지키게 할 목적으로, 샬레이안의 위대한 마도사가 인형에 마력을 담아 만들었다. 처음에는 머리카락이 없었지만, 외모가 너무나도 기괴한 탓에 결국 머리카락을 심는 등의 수정을 가했다고 한다.","멍~청이!","음침한 춤","6초 동안 범위 안에 있는 아군의 방어력을 10 향상시킵니다.<br>아군이 브리나일 경우 방어력을 40 향상시킵니다.",40,45,2,false,false,false,true,false,3
179,"꼬마 친구 '브리나'를 불러낸다.<br>무섭고도 귀여운 마법인형. 선물로 삼아야지!","무섭고도 귀여운 마법인형. 칼카와 함께 '거꾸로 선 탑'을 지키고 있었으나 모험가 일행에 패배했다. 뿔뿔이 도망친 줄 알았으나, 보물상자 속에 숨어있는 것을 발견했다. 이왕 손에 넣었으니 선물로 삼았다.","꺄하하!","쾌활한 춤","6초 동안 범위 안에 있는 아군의 공격력을 20 향상시킵니다.<br>아군이 칼카일 경우 공격력을 60 향상시킵니다.",40,55,3,false,false,true,false,false,3
180,"꼬마 친구 '모르포'를 불러낸다.<br>환상적인 빛을 발하는 푸른 나비.","환상적인 빛을 발하는 푸른 나비. 날개에 마력 회복을 방해하는 효능이 있어, 마법대전 시대에는 마도사를 제압하는 독약의 재료로 요긴하게 쓰였다. 하지만 그 시대에 남획된 탓에 현재는 개체 수가 매우 적다.","반짝반짝반짝……","맹독 비늘가루","30초 동안 범위 안에 있는 적에게 초당 10의 지속 피해를 줍니다.",40,50,2,true,false,false,false,false,1
181,"꼬마 친구 '포로 록고'를 불러낸다.<br>마법에 걸려 지능을 얻은 사역마 두꺼비.","늙은 현자 마토야가 두꺼비에게 마법을 걸어 만들어낸 사역마. 그 후 50년 이상 성실히 일해왔으나, 이제 넓은 세상을 구경하고 싶다고 마토야에게 청하여 빛의 전사와 함께 여행하게 되었다.","개굴개굴……","기우제","범위 안에 있는 적에게 공격력 90만큼 피해를 주고 밀쳐냅니다.",50,65,2,false,false,true,true,false,1
182,"꼬마 친구 '길버트 인형'을 불러낸다.<br>옛 영웅의 모습을 본뜬 마법인형. 으악!","옛 영웅 '길버트'의 모습을 본뜬 마법인형. 길버트는 특이한 재능을 가진 음유시인의 후예로, 그의 노랫소리에는 악을 쫓는 신비한 힘이 깃들었다고 한다. 망국의 왕자로서 사랑을 위해 어둠과 싸웠다고 전한다.","으악!","노래하기","10초 동안 범위 안에 있는 아군의 방어력을 20 향상시킵니다.",40,55,3,false,false,false,false,false,3
183,"꼬마 친구 '어린 펜리르'를 불러낸다.<br>고대 야수 호어하운드의 어린 개체. 아직 어리지만 고상하고 용맹하다.","고대 야수 호어하운드의 어린 개체. 털이 달빛을 닮아 서늘한 푸른빛을 띠어, 전설의 환수인 달의 늑대 '펜리르'의 이름으로 불리기도 한다. 늑대들이 격전을 벌이는 '늑대우리'에서 자란 덕분에, 아직 어리지만 고상하고 용맹하다.","워엉!","울부짖는 달","6초 동안 범위 안에 있는 아군의 공격력을 20 향상시킵니다. 아군이 '마물' 유형일 경우 공격력을 40 향상시킵니다.",65,30,4,false,false,false,false,false,3
184,"꼬마 친구 '아기 용 인형'을 불러낸다.<br>어린 용 칼 미크의 모습을 본뜬 마법인형. 계속 친구로 지내자!","어린 용의 모습을 본뜬 마법인형. 모그리족 장인이 인간의 기술을 배우는 과정에서 제작했다. 모델로 삼은 30세의 어린 용 칼 미크의 사실적인 질감을 재현하기 위해, 허물을 벗을 때 떨어진 진짜 비늘을 사용했다.","하, 항복~","아기 용의 숨결","범위 안에 있는 적에게 공격력 230만큼 피해를 줍니다.",75,60,1,false,false,false,false,true,1
185,"꼬마 친구 '라무 인형'을 불러낸다.<br>뇌신 라무의 모습을 본뜬 마법인형. 이제부터 심판을 내리겠다…… 각오해라!","뇌신 라무의 모습을 본뜬 마법인형. 가루다 마법인형이 인기를 끌자, 바로 라무 설계가 시작되었다. 임시 주거지 실프의 증언을 참고하여 제작했기 때문인지, 신체 비율이 실프와 비슷한 듯하다.","울라 메니다 툴라 오","심판의 벼락","범위 안에 있는 적에게 공격력 230만큼 피해를 줍니다.",40,75,3,false,true,false,false,false,1
186,"꼬마 친구 '시바 인형'을 불러낸다.<br>얼음신 시바의 모습을 본뜬 마법인형. 산산이 부서져라! 다이아몬드 더스트!","얼음신 시바의 모습을 본뜬 마법인형. 각 도시에서 야만신을 본뜬 마법인형을 만든다는 소식을 들은 이단자들이, 질세라 열정를 불태워 만들어낸 후 제작법을 공개했다. 신앙심에서 비롯된 것인지, 매우 사랑스러운 표정을 짓고 있다.","오블리비언!","다이아몬드 더스트","5초 동안 범위 안에 있는 적의 이동을 봉쇄합니다.",35,35,3,false,true,false,false,false,4
187,"꼬마 친구 '아기돼지'를 불러낸다.<br>두 다리로 걷는 수수께끼의 돼지. 꾸~울.","두 다리로 걷는 수수께끼의 돼지. 맨더빌 골드 소서 카페테리아에서 무전취식을 하다가 체포되어 경품으로 제공되는 신세가 되었다. 하지만 이 돼지의 정체가 무엇인지, 어디서 왔는지 아는 사람은 아무도 없다…….","꾸~울","꾸~울","범위 안에 있는 아군에게 걸린 모든 약화 효과를 해제합니다.",45,30,3,false,false,false,false,false,6
188,"꼬마 친구 '마법 양동이'를 불러낸다.<br>마법인형 기술로 만들어진 움직이는 양동이.","마법인형 기술로 만들어진 움직이는 양동이. 한 어부가 낚은 고기를 들고 가기 귀찮다는 이유로 개발했다. 내용물을 비워도 자꾸 물과 생물을 안에 담아버린다. 대체 어디서 구해오는 것일까.","첨벙첨벙","양동이 이어 나르기","6초 동안 범위 안에 있는 아군의 이동 속도를 35% 향상시킵니다.",20,55,1,false,false,false,false,false,3
189,"꼬마 친구 '오징어 다리'를 불러낸다.<br>모험가에게 잘린 크라켄의 촉수 토막.","모험가에게 잘린 크라켄의 촉수 토막. 바다를 떠돌다가 다시 난파선의 섬으로 돌아왔다. 복수에 불타는 본체와 달리, 토막에는 싸울 생각이 없는 듯하다. 그보다 자유로운 삶을 즐기려는 모양이다.","다리~!","물보라 사격","범위 안에 있는 적에게 공격력 90만큼 피해를 주고 밀쳐냅니다.",65,60,2,false,false,false,true,false,1
190,"","","","","",0,0,0,false,false,false,false,false,0
191,"꼬마 친구 '응원단 인형'을 불러낸다.<br>응원단 복장을 한 마법인형. 열심히 응원할게요!","응원단 복장을 한 마법인형. 늑대우리에서 뜨거운 전투를 펼치는 모든 늑대를 응원하기 위해 만들어졌다. 하지만 경기가 늘어지면 순식간에 사나운 눈초리로 변해 상스러운 야유를 퍼붓는다는 소문이 있다.","나가자! 싸우자! 이기자!","응원","6초 동안 범위 안에 있는 아군의 공격력을 25 향상시킵니다.",40,40,1,false,false,false,false,true,3
192,"꼬마 친구 '쿠루루 인형'을 불러낸다.<br>쿠루루의 모습을 본뜬 마법인형. 미안 미안, 오래 기다렸지?","모험가 길드가 에오르제아 신생을 기념하여 준비한 마법인형. 샬레이안 출신의 마도사 쿠루루를 본떠 만들었다. 후드에 달린 미코테족 같은 커다란 귀는, 그녀가 가진 어떤 '힘'을 나타낸다고 한다.","그걸 부탁이라고 하는 거니~?","이웃집 누나","6초 동안 범위 안에 있는 아군의 방어력을 10 향상시킵니다. 아군이 '인형' 유형일 경우 방어력을 30 향상시킵니다.",30,30,3,true,false,false,false,false,3
193,"꼬마 친구 '아이메리크 인형'을 불러낸다.<br>아이메리크 경의 모습을 본뜬 마법인형. 이유가 뭡니까, 아버님!","아이메리크 경의 모습을 본뜬 마법인형. 한 신전기사단 지휘관이 경애하는 상관을 모델로 마법인형을 제작하려 했으나, 손재주가 너무 나빠 실패했다. 이를 보다 못한 교황청 전속 기술자가 몰래 손을 본 물건이라고 한다.","변혁을!","신전기사단 돌격","적군 방어막에 70%만큼 피해를 줍니다. 이미 파괴되었을 경우에는 효과가 없습니다.",80,75,3,false,false,true,true,false,8
194,"","","","","",0,0,0,false,false,false,false,false,0
195,"꼬마 친구 '칼로피스테리 인형'을 불러낸다.<br>칼로피스테리의 모습을 본뜬 마법인형. 빛나는 물건이 좋아…….","칼로피스테리의 모습을 본뜬 제작자 미상의 마법인형. 모험가와 칼로피스테리의 전투를 몰래 뚫어지게 관찰하던 누군가가, 우러나는 뜨거운 충동을 쏟아부어 즉흥적으로 만들었다. 그 후, 그는 사라지는 요마와 함께 모습을 감추었다…….","찰랑찰랑……","반짝~","10초 동안 특수기 포인트를 사용한 꼬마 친구의 방어력을 40 향상시킵니다.",50,55,2,true,true,true,false,false,3
196,"꼬마 친구 '사스콰치 인형'을 불러낸다.<br>사스콰치의 모습을 본뜬 마법인형. 야생 생물 남획을 금지하자고 호소한다.","사스콰치의 모습을 본뜬 마법인형. 가죽공예가 길드가 자연보호 운동의 일환으로 기획했다. 한때의 유행 때문에 남획당한 야생 생물은 멸종 위기에 몰린다는 것을 널리 알리기 위해 제작되었다.","우워어!","우워어","적이 설치한 함정을 해제합니다.",45,45,3,false,false,false,true,false,6
197,"꼬마 친구 '드워프 토끼'를 불러낸다.<br>사랑스러운 꼬마 토끼. 외로움을 몹시 탄다.","사랑스러운 소형 토끼. 시골에서 행복하게 살고 있었으나, 어느 날 작물을 훔치러 밭에 간 아버지가 농가 안주인에게 잡혀 파이가 되는 사건이 발생했다. 이 마음의 상처를 치유하기 위해 방랑 여행을 떠났다가 모험가를 만났다.","…………","당근 폭탄","10초 후 발동할 수 있는 함정을 설치합니다. 함정을 발동시키면 20초 동안 범위 안에 있는 적에게 초당 10의 지속 피해를 줍니다.",60,45,4,false,false,false,true,false,2
198,"꼬마 친구 '한눈깔이'를 불러낸다.<br>백눈깔이에서 떨어져 나온 안구 하나.","백눈깔이에서 떨어져 나온 안구. 항상 모든 방향을 보다가 한쪽밖에 안 보이는 상황이 영 불안한 듯하다. 언젠가 눈알이 잔뜩 생겨 안심이 될 때까지 강한 사람과 함께 행동하려는 모양이다.","희번덕!","끈적끈적","5초 동안 범위 안에 있는 적의 이동 속도를 70% 감소시킵니다.",35,35,2,false,true,false,false,false,4
199,"","","","","",0,0,0,false,false,false,false,false,0
200,"꼬마 친구 '지바냥'을 불러낸다.<br>지박령 고양이 요괴. 언젠가 자동차에 복수하리!","자동차에 치여 죽은 고양이가 지박령으로 변한 모습. 자동차에 복수를 시도하지만 항상 실패한다.","냥!","필살 냥이 젤리 펀치","범위 안에 있는 적에게 공격력 230만큼 피해를 줍니다.",50,30,4,false,false,false,true,false,1
201,"꼬마 친구 '백멍이'를 불러낸다.<br>백구 요괴. 시골 사찰을 떠나 도시로 나왔다.","사찰을 지키는 게 지겨워서 가출한 백구 요괴. 도시의 위용에 항상 ""워매~!"" 하고 놀란다.","워매~!","도깨비불 난무","10초 후 발동할 수 있는 함정을 설치합니다. 함정을 발동시키면 범위 안에 있는 적에게 공격력 260만큼 피해를 줍니다.",40,40,2,false,true,true,true,false,2
202,"꼬마 친구 '위스퍼'를 불러낸다.<br>집사를 자처하는 요괴. 아는 척하는 버릇이 있다.","집사를 자처하는 요괴. 대부분의 요괴에 대한 정보를 술술 알려주지만, 사실은 요괴 패드를 보며 아는 척할 뿐이다.","위스!","주절주절 브레스","15초 동안 범위 안에 있는 적의 방어력을 50% 감소시킵니다.",40,30,2,true,false,true,false,false,4
203,"꼬마 친구 '눈보라 공주'를 불러낸다.<br>뭐든지 얼리는 사랑스러운 요괴. 냉기를 자유자재로 다룬다.","냉기를 자유자재로 다루는 사랑스러운 요괴. 여름에 눈을 내리거나, 화산을 설산으로 바꿀 수도 있다고 한다.","더운 건 싫어…","반짝반짝 눈화장","6초 동안 범위 안에 있는 아군의 공격력을 20 향상시킵니다. 아군이 '마물' 유형일 경우 공격력을 40 향상시킵니다.",45,30,3,false,false,true,false,false,3
204,"꼬마 친구 '구미'를 불러낸다.<br>아홉 개의 꼬리를 가진 여우 요괴. 요괴 중에서도 가장 지위가 높다.","요괴 중에서도 가장 지위가 높다는 아홉 꼬리 여우 요괴. 화산의 분화와 맞먹는 힘을 손쉽게 발휘할 수 있다.","어리석군…","홍련지옥","범위 안에 있는 적에게 공격력 90만큼 피해를 줍니다.",40,30,2,true,false,false,false,false,1
205,"꼬마 친구 '황멍이'를 불러낸다.<br>백멍이의 쌍둥이 동생. 적응력은 형보다 낫다.","백멍이의 쌍둥이 남동생. 도시에 적응하지 못하는 형과는 달리, 금세 도시 생활에 익숙해졌다. 형인 백멍이를 항상 존경하고 있다.","기여?","날파람 천둥","20초 동안 범위 안에 있는 적에게 초당 10의 지속 피해를 줍니다.",40,30,2,false,true,false,true,false,1
206,"꼬마 친구 '인면견'을 불러낸다.<br>유행하는 품종의 강아지 몸에 사람 얼굴을 한 요괴. 여성에게 인기를 끌고 싶다.","유행하는 품종의 강아지 몸에 사람 얼굴을 한 요괴. 귀여운 뒷모습에 이끌려 다가온 사람을 곧잘 놀라게 한다. 여성에게 인기를 끌고 싶어한다.","제길!","아저씨 물어뜯기 맥스","범위 안에 있는 적에게 공격력 90만큼 피해를 줍니다.",30,30,3,false,true,false,false,false,1
207,"꼬마 친구 '럭키 스네이크'를 불러낸다.<br>행운을 부르는 상서로운 뱀 요괴.","행운을 부르는 상서로운 뱀 요괴. 모습을 잘 감추지 못해 인간에게 곧잘 발각되는 게 고민이다.","럭키!","럭키 스마일","범위 안에 있는 아군의 HP를 100 회복합니다. 아군이 '마물' 유형일 경우 HP를 150 회복합니다.",30,30,2,false,false,true,false,false,7
208,"꼬마 친구 '이무기'를 불러낸다.<br>요괴 중에서는 엘리트. 능력은 최상급이다.","자신의 기운으로 만들어낸 용 머플러를 이용해 싸우는, 요괴 세계의 엘리트. 능력은 모든 면에서 최고 수준이다.","훗…!","이무기 머플러","범위 안에 있는 적에게 공격력 100만큼 피해를 줍니다.",50,40,2,true,false,false,false,false,1
209,"꼬마 친구 '무사냥'을 불러낸다.<br>지바냥의 조상님. 뭐든지 반 토막 베기!","지바냥의 조상님. 전설적으로 예리한 칼을 가지고 ""요괴 해설 반 토막 베기!""라고 외치며 베어버린다.","무사의 긍지로…","다랑어포 베기","범위 안에 있는 적에게 공격력 150만큼 피해를 주고 6초 동안 방어력을 30% 감소시킵니다.",30,30,2,false,false,false,true,false,1
210,"꼬마 친구 '부유냥'을 불러낸다.<br>부유령 고양이 요괴. 이마에 난 흉터는 명예로운 부상이다.","부유령 고양이 요괴. 둥둥 떠다니지만, 성격은 차분하며 대단히 믿음직하다. 이마에 난 흉터는 명예로운 부상이다.","각오해라!","근성 냥이 젤리 펀치","범위 안에 있는 적에게 공격력 230만큼 피해를 줍니다.",50,25,2,false,true,false,false,false,1
211,"꼬마 친구 '로보냥 F'를 불러낸다.<br>개량을 거쳐 개발된 최신형 로보냥.","개량을 거쳐 개발된 최신형 로보냥. 불필요한 기능을 모두 제거하여 아름다운 외관을 구현했다.","절전 모드…","아이 윌 낫 비 백","범위 안에 있는 적에게 공격력 300만큼 피해를 줍니다. 단, 특수기 포인트를 사용한 꼬마 친구는 귀환됩니다.",35,30,3,false,false,true,false,false,1
212,"꼬마 친구 '우사뿅'을 불러낸다.<br>외국에서 온 요괴.","바다 건너 외국에서 온 요괴. 언젠가 우주를 여행하는 게 꿈이다. 분노가 절정에 달하면 베이더 모드로 변신한다.","뿅!!","울트라 빔","범위 안에 있는 적에게 공격력 230만큼 피해를 줍니다.",30,30,2,false,false,true,true,false,1
213,"꼬마 친구 '야광귀 인형'을 불러낸다.<br>작은 야광귀의 모습을 본뜬 마법인형. 신발을 손에서 놓지 않는다.","일명 '하양이'로 불리는 작은 야광귀를 본뜬 마법인형. 사람들을 위해 큰 야광귀에 맞서던 용감한 모습을 완벽하게 재현했다. 손에 든 부엌칼에는 되찾은 신발이 꽂혀 있는데, 도로 빠지지 않아서 그런지 결코 손에서 놓지 않는다","…………","푹!","범위 안에 있는 적에게 공격력 150만큼 피해를 줍니다.",50,45,3,false,true,true,false,false,1
214,"꼬마 친구 '네이밍웨이'를 불러낸다.<br>전설적인 유랑객의 모습을 본뜬 마법인형. 특기는 별명 짓기.","전설의 방랑자 '네이밍웨이'를 본뜬 마법인형. 달에 사는 특이한 민족의 생존자라는 소문이 있으며, 각지를 떠돌다 만난 자에게 무작정 별명을 지어준다고 한다. 손에 든 책은 별명을 지어준 자들을 기록한 것이다.","고잉 마이 웨이!","허밍웨이","범위 안에 있는 아군에게 걸린 모든 약화 효과를 해제합니다.",50,50,3,false,false,true,true,false,6
