Index,0 [0x0][0x0],1 [0x2][0xc],2 [0x0][0x4],3 [0x2][0xd],4 [0x2][0xe],5 [0x2][0xf],6 [0x2][0x10],7 [0x2][0x11],8 [0x19][0x12],9 [0x0][0x8],10 [0x5][0x18],11 [0x5][0x1a],12 [0x3][0x1c],13 [0x3][0x1d],14 [0x7][0x14],15 [0x3][0x1e],16 [0x3][0x1f],17 [0x3][0x20]
2001503,"안셀름에게 보내는 결투장",0,"",0,0,1,0,0,false,"안셀름에게 보내는 결투장",26151,0,1,1,67113,0,0,0
2001504,"코코부키에게 보내는 편지",0,"",0,0,1,0,0,false,"코코부키에게 보내는 편지",25918,0,1,1,65778,0,0,0
2001505,"주술사 길드 장서 목록",0,"",0,0,1,0,0,false,"주술사 길드 장서 목록",26002,0,1,1,65778,0,0,0
2001506,"지지룬에게 보내는 편지",0,"",0,0,1,0,0,false,"지지룬에게 보내는 편지",25918,0,1,1,65779,0,0,0
2001507,"XLIII식 점화장치",0,"",0,0,1,0,0,false,"XLIII식 점화장치",21003,1,1,1,65646,0,0,0
2001508,"검투 재단의 폐기물",0,"",0,0,1,0,0,false,"검투 재단의 폐기물",21003,1,3,1,65739,0,0,0
2001509,"이상한 냄새가 나는 자루",0,"",0,0,1,0,0,false,"이상한 냄새가 나는 자루",25919,1,1,1,65739,0,0,0
2001510,"동전이 든 가죽주머니",0,"",0,0,1,0,0,false,"동전이 든 가죽주머니",25919,1,1,1,65684,0,0,0
2001511,"가장행렬 광고 전단",0,"",0,0,1,0,0,false,"가장행렬 광고 전단",25906,0,3,1,65774,0,0,0
2001512,"（仮）魔道書",0,"",0,0,1,0,0,false,"",26002,1,1,1,0,0,0,0
2001513,"에델바이스 상회로 보내는 짐",0,"",0,0,1,0,0,false,"에델바이스 상회로 보내는 짐",23001,1,1,1,65859,0,0,0
2001514,"고급 사료",0,"",0,0,1,0,0,false,"고급 사료",25020,0,1,1,65788,0,0,0
2001515,"깜빡 두고 간 안경",0,"",0,0,1,0,0,false,"깜빡 두고 간 안경",41301,0,1,1,65845,0,0,0
2001516,"초코보 꽁지 깃털",0,"",0,0,1,0,0,false,"초코보 꽁지 깃털",21901,0,1,1,65825,0,0,0
2001517,"별의 신 카드",0,"",0,0,1,0,0,false,"별의 신 카드",25918,0,1,1,65787,0,0,0
2001518,"별의 선물",0,"",0,0,1,0,0,false,"별의 선물",26107,0,1,1,65787,0,0,0
2001519,"섞여 들어온 카드",0,"",0,0,1,0,0,false,"섞여 들어온 카드",25918,0,1,1,65787,0,0,0
2001520,"별의 신 카드",0,"",0,0,1,0,0,false,"별의 신 카드",25918,0,1,1,65783,0,0,0
2001521,"별의 선물",0,"",0,0,1,0,0,false,"별의 선물",26107,0,1,1,65783,0,0,0
2001522,"별의 신 카드",0,"",0,0,1,0,0,false,"별의 신 카드",25918,0,1,1,65784,0,0,0
2001523,"별의 선물",0,"",0,0,1,0,0,false,"별의 선물",26107,0,1,1,65784,0,0,0
2001524,"별의 신 카드",0,"",0,0,1,0,0,false,"별의 신 카드",25918,0,1,1,65785,0,0,0
2001525,"별의 선물",0,"",0,0,1,0,0,false,"별의 선물",26107,0,1,1,65785,0,0,0
2001526,"추억이 담긴 팔찌",0,"",0,0,1,0,0,false,"추억이 담긴 팔찌",48805,0,1,1,65890,0,0,0
2001527,"섞여 들어온 카드",0,"",0,0,1,0,0,false,"섞여 들어온 카드",25918,0,1,1,65890,0,0,0
2001528,"바트라알의 뿔",0,"",0,0,1,0,0,false,"바트라알의 뿔",22204,0,1,1,65893,0,0,0
2001529,"VI호 고블린탱크 철판",0,"",0,0,1,0,0,false,"VI호 고블린탱크 철판",20957,0,1,1,65893,0,0,0
2001530,"나라심하의 피막",0,"",0,0,1,0,0,false,"나라심하의 피막",21822,0,1,1,65893,0,0,0
2001531,"펜리르의 이빨",0,"",0,0,1,0,0,false,"펜리르의 이빨",22303,0,1,1,65893,0,0,0
2001532,"황휘석",0,"",0,0,1,0,0,false,"황휘석",21207,0,1,1,65894,0,0,0
2001533,"요마의 마법천",0,"",0,0,1,0,0,false,"요마의 마법천",23003,0,1,1,65894,0,0,0
2001534,"암다포르의 종이",0,"",0,0,1,0,0,false,"암다포르의 종이",26151,0,1,1,65894,0,0,0
2001535,"창망옥",0,"",0,0,1,0,0,false,"창망옥",21287,0,1,1,65894,0,0,0
2001536,"톤베리 왕의 피",0,"",0,0,1,0,0,false,"톤베리 왕의 피",22601,0,1,1,65895,0,0,0
2001537,"암굴왕의 피",0,"",0,0,1,0,0,false,"암굴왕의 피",22601,0,1,1,65895,0,0,0
2001538,"대왕오징어의 피",0,"",0,0,1,0,0,false,"대왕오징어의 피",20662,0,1,1,65895,0,0,0
2001539,"고대왕의 피",0,"",0,0,1,0,0,false,"고대왕의 피",22601,0,1,1,65895,0,0,0
2001540,"옛 암다포르 성의 보물",0,"",0,0,1,0,0,false,"옛 암다포르 성의 보물",25916,0,1,1,65896,0,0,0
2001541,"대등대의 보물",0,"",0,0,1,0,0,false,"대등대의 보물",25916,0,1,1,65896,0,0,0
2001542,"지하 묘소의 보물",0,"",0,0,1,0,0,false,"지하 묘소의 보물",25916,0,1,1,65896,0,0,0
2001543,"수비 요새의 보물",0,"",0,0,1,0,0,false,"수비 요새의 보물",25916,0,1,1,65896,0,0,0
2001544,"라야 오 센나에게 보내는 편지",0,"",0,0,1,0,0,false,"라야 오 센나에게 보내는 편지",25918,0,1,1,65898,0,0,0
2001545,"지저분한 병",0,"",0,0,1,0,0,false,"지저분한 병",20665,0,1,1,65962,3,0,0
2001546,"꽃 구입비",0,"",0,0,1,0,0,false,"꽃 구입비",26001,0,1,1,65906,3,0,0
2001547,"메느피나 데이지",0,"",0,0,1,0,0,false,"메느피나 데이지",26024,0,1,1,65906,3,0,0
2001548,"수상한 물건",0,"",0,0,1,0,0,false,"수상한 물건",21003,0,4,1,65903,3,0,0
2001549,"동방의 마술 피리",0,"",0,0,1,0,0,false,"동방의 마술 피리",22204,1,1,1,65968,3,0,0
2001550,"랑드넬에게 보내는 편지",0,"",0,0,1,0,0,false,"랑드넬에게 보내는 편지",25918,0,1,1,66032,0,0,0
2001551,"손씨 왕조 시대의 보물 지도",0,"",0,0,1,0,0,false,"손씨 왕조 시대의 보물 지도",26151,1,1,2,0,0,0,0
2001552,"미궁의 보주",0,"",0,0,1,0,0,false,"미궁의 보주",22624,1,1,1,66034,0,0,0
2001553,"수정탑의 보주",0,"",0,0,1,0,0,false,"수정탑의 보주",22625,1,1,1,66034,0,0,0
2001554,"이계의 보주",0,"",0,0,1,0,0,false,"이계의 보주",22626,1,1,1,66034,0,0,0
2001555,"특별 탑승 허가증",0,"",0,0,1,0,0,false,"특별 탑승 허가증",26153,0,1,1,65970,0,0,0
2001556,"향나무 부적",0,"",0,0,1,0,0,false,"향나무 부적",25001,0,1,1,66051,0,0,0
2001557,"원석이 든 봉투",0,"",0,0,1,0,0,false,"원석이 든 봉투",25918,0,1,1,66059,0,0,0
2001558,"박하 초콜릿",0,"",0,0,1,0,0,false,"박하 초콜릿",24065,0,1,1,66063,0,0,0
2001559,"망령의 옷",0,"",0,0,1,0,0,false,"망령의 옷",23155,1,1,1,66029,0,0,0
2001560,"고순도 증류수",0,"",0,0,1,0,0,false,"고순도 증류수",20601,1,1,1,66029,0,0,0
2001561,"비장의 증류주",0,"",0,0,1,0,0,false,"비장의 증류주",25936,0,1,1,66096,0,0,0
2001562,"현자의 카드",0,"",0,0,1,0,0,false,"현자의 카드",22630,0,2,1,66092,0,0,0
2001563,"특별한 현자의 카드",0,"",0,0,1,0,0,false,"특별한 현자의 카드",22631,0,1,1,66092,0,0,0
2001564,"콜록콜록 비늘가루 구슬",0,"",0,0,1,0,0,false,"콜록콜록 비늘가루 구슬",21308,0,1,1,66093,0,0,0
2001565,"눈썰미의 비늘 구슬",0,"",0,0,1,0,0,false,"눈썰미의 비늘 구슬",26015,1,3,1,66095,3,0,0
2001566,"분말형 해제의 프리즘",0,"",0,0,1,0,0,false,"분말형 해제의 프리즘",22623,0,1,1,66028,0,0,0
2001567,"제국군 인증 열쇠",0,"",0,0,1,0,0,false,"제국군 인증 열쇠",26014,1,99,1,0,0,0,0
2001568,"운란석",0,"",0,0,1,0,0,false,"운란석",20204,1,99,1,0,0,0,0
2001569,"강철 레버",0,"",0,0,1,0,0,false,"강철 레버",22305,1,1,1,0,0,0,0
2001570,"기병 막사 열쇠",0,"",0,0,1,0,0,false,"기병 막사 열쇠",25904,1,1,1,0,0,0,0
2001571,"작전회의실 열쇠",0,"",0,0,1,0,0,false,"작전회의실 열쇠",25904,1,1,1,0,0,0,0
2001572,"뻣뻣한 회색 털",0,"",0,0,1,0,0,false,"뻣뻣한 회색 털",22007,1,3,1,67121,3,0,0
2001573,"미지근한 보따리",0,"",0,0,1,0,0,false,"미지근한 보따리",26109,1,1,1,67122,3,0,0
2001574,"샘물의 크리스탈",0,"",0,0,1,0,0,false,"샘물의 크리스탈",20002,1,1,1,67130,3,0,0
2001575,"에테르 집속기 논문",0,"",0,0,1,0,0,false,"에테르 집속기 논문",26161,1,1,1,67196,3,0,0
2001578,"이단자의 서찰",0,"",0,0,1,0,0,false,"이단자의 서찰",26153,1,3,1,67141,3,0,0
2001579,"어린 낭카 고기",0,"",0,0,1,0,0,false,"어린 낭카 고기",25155,1,1,1,67150,3,0,0
2001580,"어린 낭카 고기",0,"",0,0,1,0,0,false,"어린 낭카 고기",25155,1,3,1,67148,3,0,0
2001581,"뜬구름풀",0,"",0,0,1,0,0,false,"뜬구름풀",22627,1,3,1,67156,3,0,0
2001582,"☓未使用",0,"",0,0,1,0,0,false,"",25906,1,1,1,0,3,0,0
2001583,"새로 그린 그림장식 돌",0,"",0,0,1,0,0,false,"새로 그린 그림장식 돌",21210,1,1,1,67158,3,0,0
2001584,"야크 털가죽",0,"",0,0,1,0,0,false,"야크 털가죽",21655,1,2,1,67144,3,0,0
2001585,"봉인의 쐐기돌",0,"",0,0,1,0,0,false,"봉인의 쐐기돌",21451,0,1,1,67207,0,0,0
2001586,"봉인의 큰쐐기돌",0,"",0,0,1,0,0,false,"봉인의 큰쐐기돌",21451,0,1,1,67208,0,0,0
2001587,"텅 빈 항아리",0,"",0,0,1,0,0,false,"텅 빈 항아리",25055,0,1,1,67209,0,0,0
2001588,"요마 연구자의 짐",0,"",0,0,1,0,0,false,"요마 연구자의 짐",26111,0,1,1,67211,0,0,0
2001589,"미스릴 심장의 전투도끼",0,"",0,0,1,0,0,false,"미스릴 심장의 전투도끼",31441,0,1,1,66121,0,0,0
2001590,"죽은 연어",0,"",0,0,1,0,0,false,"죽은 연어",29203,1,1,1,66124,3,0,0
2001591,"신선한 향초",0,"",0,0,1,0,0,false,"신선한 향초",25002,1,1,1,67529,3,0,0
2001592,"특제 양념포도주",0,"",0,0,1,0,0,false,"특제 양념포도주",25057,1,1,1,67530,3,0,0
2001593,"특제 양념포도주",0,"",0,0,1,0,0,false,"특제 양념포도주",25057,1,1,1,67531,3,0,0
2001594,"산악영양 다리살",0,"",0,0,1,0,0,false,"산악영양 다리살",25157,0,3,1,67268,0,0,0
2001595,"헤밍의 보따리",0,"",0,0,1,0,0,false,"헤밍의 보따리",26110,0,3,1,67272,0,0,0
2001596,"부적 조각",0,"",0,0,1,0,0,false,"부적 조각",20009,0,3,1,67273,0,0,0
2001597,"가스토르니스 다리살",0,"",0,0,1,0,0,false,"가스토르니스 다리살",25154,0,3,1,67274,0,0,0
2001598,"갓 만든 도시락",0,"",0,0,1,0,0,false,"갓 만든 도시락",21005,0,3,1,67275,0,0,0
2001599,"온전한 비막",0,"",0,0,1,0,0,false,"온전한 비막",21955,0,1,1,67284,0,0,0
2001600,"니메이아 백합",0,"",0,0,1,0,0,false,"니메이아 백합",26024,0,1,1,67288,0,0,0
2001601,"장미 기병단의 무기",0,"",0,0,1,0,0,false,"장미 기병단의 무기",21003,0,3,1,67294,0,0,0
2001602,"야크 털가죽",0,"",0,0,1,0,0,false,"야크 털가죽",21655,0,3,1,67299,0,0,0
2001603,"빈 포도주병",0,"",0,0,1,0,0,false,"빈 포도주병",27608,0,1,1,67303,0,0,0
2001604,"숨은 온천욕장 온천수",0,"",0,0,1,0,0,false,"숨은 온천욕장 온천수",27608,0,1,1,67303,0,0,0
2001605,"군용 초코보 깃털",0,"",0,0,1,0,0,false,"군용 초코보 깃털",21901,0,1,1,67304,0,0,0
2001606,"떨고 있는 아기 고양이?",0,"",0,0,1,0,0,false,"떨고 있는 아기 고양이?",4552,0,1,1,67290,0,0,0
2001607,"가로등버섯",0,"",0,0,1,0,0,false,"가로등버섯",25402,0,1,1,67314,0,0,0
2001608,"포자를 뒤집어쓴 야채",0,"",0,0,1,0,0,false,"포자를 뒤집어쓴 야채",25218,0,1,1,67314,0,0,0
2001609,"향기 나는 탁수",0,"",0,0,1,0,0,false,"향기 나는 탁수",24402,1,1,1,67315,3,0,0
2001610,"수렵용 목제 활",0,"",0,0,1,0,0,false,"수렵용 목제 활",32261,0,1,1,67320,0,0,0
2001611,"낭카 알",0,"",0,0,1,0,0,false,"낭카 알",25156,0,5,1,67322,0,0,0
2001612,"잘 익은 칠천수 열매",0,"",0,0,1,0,0,false,"잘 익은 칠천수 열매",25221,0,3,1,67323,0,0,0
2001613,"큰뿔산양 생고기",0,"",0,0,1,0,0,false,"큰뿔산양 생고기",25152,0,3,1,67324,0,0,0
2001614,"그나스족의 권총",0,"",0,0,1,0,0,false,"그나스족의 권총",21003,0,2,1,67326,0,0,0
2001615,"드라바니아 점토",0,"",0,0,1,0,0,false,"드라바니아 점토",21455,0,2,1,67327,0,0,0
2001616,"은이슬풀",0,"",0,0,1,0,0,false,"은이슬풀",21654,0,3,1,67328,0,0,0
2001617,"●ラーニングの書",0,"",0,0,1,0,0,false,"",26153,1,1,1,0,3,0,0
2001620,"작고 노란 돌",0,"",0,0,1,0,0,false,"작고 노란 돌",22615,0,4,1,67329,0,0,0
2001621,"수레에서 내린 짐",0,"",0,0,1,0,0,false,"수레에서 내린 짐",22634,0,1,1,67330,0,0,0
2001622,"권총용 화약 주머니",0,"",0,0,1,0,0,false,"권총용 화약 주머니",26110,0,3,1,67331,0,0,0
2001623,"미아시드 고기",0,"",0,0,1,0,0,false,"미아시드 고기",25152,0,3,1,67335,0,0,0
2001624,"갈리미무스 알",0,"",0,0,1,0,0,false,"갈리미무스 알",25251,0,5,1,67336,0,0,0
2001625,"초코보 다리살",0,"",0,0,1,0,0,false,"초코보 다리살",25154,0,1,1,67337,0,0,0
2001626,"다리살 튀김",0,"",0,0,1,0,0,false,"다리살 튀김",24358,0,1,1,67337,0,0,0
2001627,"히포세르프 생가죽",0,"",0,0,1,0,0,false,"히포세르프 생가죽",22003,0,3,1,67341,0,0,0
2001628,"잿빛 부싯돌",0,"",0,0,1,0,0,false,"잿빛 부싯돌",21205,1,1,1,67344,3,0,0
2001629,"그론 마알",0,"",0,0,1,0,0,false,"그론 마알",25022,0,1,1,67346,0,0,0
2001630,"매끄러운 용비늘",0,"",0,0,1,0,0,false,"매끄러운 용비늘",22251,0,1,1,67348,0,0,0
2001631,"상크친니 넝쿨",0,"",0,0,1,0,0,false,"상크친니 넝쿨",21662,0,5,1,67356,0,0,0
2001632,"나팔꽃",0,"",0,0,1,0,0,false,"나팔꽃",25023,0,3,1,67358,0,0,0
2001633,"나무로 엮은 바구니",0,"",0,0,1,0,0,false,"나무로 엮은 바구니",22261,0,3,1,67361,0,0,0
2001634,"질 좋은 흑토",0,"",0,0,1,0,0,false,"질 좋은 흑토",21464,0,1,1,67365,0,0,0
2001635,"쿠뽀 열매",0,"",0,0,1,0,0,false,"쿠뽀 열매",25311,0,5,1,67366,0,0,0
2001636,"고대의 장비",0,"",0,0,1,0,0,false,"고대의 장비",21002,0,3,1,67369,0,0,0
2001637,"우스티엔의 갑옷 파편",0,"",0,0,1,0,0,false,"우스티엔의 갑옷 파편",25919,0,1,1,67228,0,0,0
2001638,"기묘한 쪽지",0,"",0,0,1,0,0,false,"기묘한 쪽지",26151,0,1,1,67230,0,0,0
2001639,"무럭무럭풀",0,"",0,0,1,0,0,false,"무럭무럭풀",25005,0,1,1,67372,0,0,0
2001640,"옹기 물병",0,"",0,0,1,0,0,false,"옹기 물병",25055,0,1,1,67373,0,0,0
2001641,"물을 채운 물병",0,"",0,0,1,0,0,false,"물을 채운 물병",25055,0,1,1,67373,0,0,0
2001642,"모그린 단검",0,"",0,0,1,0,0,false,"모그린 단검",30223,1,1,1,67374,3,0,0
2001643,"찌릿찌릿 비늘",0,"",0,0,1,0,0,false,"찌릿찌릿 비늘",22251,0,3,1,67374,0,0,0
2001644,"반짝반짝 쇠붙이",0,"",0,0,1,0,0,false,"반짝반짝 쇠붙이",21002,0,5,1,67376,0,0,0
2001645,"따끈따끈풀 모종",0,"",0,0,1,0,0,false,"따끈따끈풀 모종",25015,0,5,1,67380,0,0,0
2001646,"모그손의 바구니",0,"",0,0,1,0,0,false,"모그손의 바구니",22261,0,3,1,67383,0,0,0
2001647,"멜리아 가지",0,"",0,0,1,0,0,false,"멜리아 가지",22416,0,3,1,67387,0,0,0
2001648,"도마뱀 꼬리",0,"",0,0,1,0,0,false,"도마뱀 꼬리",22635,0,3,1,67388,0,0,0
2001649,"석회암 골렘의 심장핵",0,"",0,0,1,0,0,false,"석회암 골렘의 심장핵",20403,0,3,1,67389,0,0,0
2001650,"북실북실풀 묘목",0,"",0,0,1,0,0,false,"북실북실풀 묘목",25015,0,3,1,67395,0,0,0
2001651,"둥실둥실 솜풀",0,"",0,0,1,0,0,false,"둥실둥실 솜풀",21801,0,3,1,67396,0,0,0
2001652,"반짝반짝 고대 도구",0,"",0,0,1,0,0,false,"반짝반짝 고대 도구",21002,0,3,1,67397,0,0,0
2001653,"반짝반짝 반지",0,"",0,0,1,0,0,false,"반짝반짝 반지",48002,0,1,1,67398,0,0,0
2001654,"조브란의 갑각",0,"",0,0,1,0,0,false,"조브란의 갑각",20008,0,3,1,67433,0,0,0
2001655,"큰뿔들소 고기",0,"",0,0,1,0,0,false,"큰뿔들소 고기",25153,0,4,1,67436,0,0,0
2001656,"부드러운 흑토",0,"",0,0,1,0,0,false,"부드러운 흑토",27404,0,5,1,67438,0,0,0
2001657,"×未使用",0,"",0,0,1,0,0,false,"",0,0,1,1,0,0,0,0
2001658,"커다란 가스토르니스 알",0,"",0,0,1,0,0,false,"커다란 가스토르니스 알",25252,0,1,1,67439,0,0,0
2001659,"에테르 계측기",0,"",0,0,1,0,0,false,"에테르 계측기",21002,0,2,1,67418,0,0,0
2001660,"1차 조사 보고서",0,"1차 조사 보고서",0,0,1,0,0,false,"1차 조사 보고서",26188,0,1,1,67419,0,0,0
2001661,"에테르 계측기",0,"",0,0,1,0,0,false,"에테르 계측기",21002,0,6,1,67420,0,0,0
2001662,"용기사단 화물상자",0,"",0,0,1,0,0,false,"용기사단 화물상자",21003,0,1,1,67407,0,0,0
2001663,"용의 둥지 관측 기록",0,"",0,0,1,0,0,false,"용의 둥지 관측 기록",26156,0,1,1,67407,0,0,0
2001664,"장막살갈퀴",0,"",0,0,1,0,0,false,"장막살갈퀴",25353,0,1,1,67586,3,0,0
2001665,"원예가 길드의 야채",0,"",0,0,1,0,0,false,"원예가 길드의 야채",25218,0,1,1,67588,3,0,0
2001666,"마르티노의 편지",0,"",0,0,1,0,0,false,"마르티노의 편지",26185,0,1,1,67588,3,0,0
2001667,"푸푸차의 편지",0,"",0,0,1,0,0,false,"푸푸차의 편지",26180,0,1,1,67584,3,0,0
2001668,"손질된 유충",0,"",0,0,1,0,0,false,"손질된 유충",27015,0,5,1,67443,0,0,0
2001669,"엔디미온 발톱",0,"",0,0,1,0,0,false,"엔디미온 발톱",22301,0,5,1,67444,0,0,0
2001670,"식충풀",0,"",0,0,1,0,0,false,"식충풀",26110,0,3,1,67445,0,0,0
2001671,"준두족의 공물",0,"",0,0,1,0,0,false,"준두족의 공물",22261,0,3,1,67448,0,0,0
2001672,"족쇄 열쇠",0,"",0,0,1,0,0,false,"족쇄 열쇠",25902,1,1,1,67455,3,0,0
2001673,"파라나 약",0,"",0,0,1,0,0,false,"파라나 약",27608,1,1,1,67457,3,0,0
2001674,"초코보 다리살",0,"",0,0,1,0,0,false,"초코보 다리살",25154,1,1,1,67464,3,0,0
2001675,"밴더스내치 생고기",0,"",0,0,1,0,0,false,"밴더스내치 생고기",25153,0,3,1,67465,0,0,0
2001676,"동전이 가득 든 자루",0,"",0,0,1,0,0,false,"동전이 가득 든 자루",26110,1,1,1,67581,3,0,0
2001677,"로마니의 붉은 정열",0,"",0,0,1,0,0,false,"로마니의 붉은 정열",25057,1,1,1,67581,3,0,0
2001678,"쿠뽀 열매",0,"",0,0,1,0,0,false,"쿠뽀 열매",25311,0,5,1,67384,0,0,0
2001679,"철새 둥지",0,"",0,0,1,0,0,false,"철새 둥지",53091,0,5,1,67385,0,0,0
2001680,"용의 알",0,"",0,0,1,0,0,false,"용의 알",25252,0,1,1,67377,0,0,0
2001681,"망가진 창",0,"",0,0,1,0,0,false,"망가진 창",31828,0,1,1,67533,3,0,0
2001682,"창촉",0,"",0,0,1,0,0,false,"창촉",23103,0,1,1,67537,3,0,0
2001683,"안즈 둥지",0,"",0,0,1,0,0,false,"안즈 둥지",53091,0,3,1,67413,0,0,0
2001684,"낡은 갑주 파편",0,"",0,0,1,0,0,false,"낡은 갑주 파편",20903,0,1,1,67416,0,0,0
2001685,"방치된 유품",0,"",0,0,1,0,0,false,"방치된 유품",21002,0,3,1,67430,0,0,0
2001686,"뿔의 아이가 보낸 밀서",0,"",0,0,1,0,0,false,"뿔의 아이가 보낸 밀서",26151,0,1,1,67255,0,0,0
2001687,"사령의 살점",0,"",0,0,1,0,0,false,"사령의 살점",23001,0,1,1,67259,0,0,0
2001688,"사령의 살점",0,"",0,0,1,0,0,false,"사령의 살점",23001,0,1,1,67260,0,0,0
2001689,"갑주제작사 길드의 선물",0,"",0,0,1,0,0,false,"갑주제작사 길드의 선물",26108,0,1,1,67578,3,0,0
2001690,"잘 익은 열매",0,"",0,0,1,0,0,false,"잘 익은 열매",25308,0,5,1,67468,0,0,0
2001691,"혹등들소의 마안",0,"",0,0,1,0,0,false,"혹등들소의 마안",21280,0,3,1,67469,0,0,0
2001692,"잡동사니 주머니",0,"",0,0,1,0,0,false,"잡동사니 주머니",26110,0,4,1,67475,0,0,0
2001693,"나르브루이 떡잎",0,"",0,0,1,0,0,false,"나르브루이 떡잎",25202,0,8,1,67477,0,0,0
2001694,"미끼 주머니",0,"",0,0,1,0,0,false,"미끼 주머니",25919,0,1,1,67479,0,0,0
2001695,"미끼 대금",0,"",0,0,1,0,0,false,"미끼 대금",26110,0,1,1,67479,0,0,0
2001696,"지맥 분배 결정",0,"",0,0,1,0,0,false,"지맥 분배 결정",20015,0,3,1,67481,0,0,0
2001697,"온 콜리브리 깃털",0,"",0,0,1,0,0,false,"온 콜리브리 깃털",21901,0,5,1,67495,0,0,0
2001698,"태양곰 고기",0,"",0,0,1,0,0,false,"태양곰 고기",25153,0,5,1,67496,0,0,0
2001699,"장물이 든 상자",0,"",0,0,1,0,0,false,"장물이 든 상자",21002,0,1,1,67499,0,0,0
2001700,"클랜 마물 수배서: 초급",0,"",0,0,1,0,0,false,"클랜 마물 수배서: 초급",25941,1,1,4,0,0,0,0
2001701,"클랜 마물 수배서: 중급",0,"",0,0,1,0,0,false,"클랜 마물 수배서: 중급",25942,1,1,4,0,0,0,0
2001702,"클랜 마물 수배서: 상급",0,"",0,0,1,0,0,false,"클랜 마물 수배서: 상급",25943,1,1,4,0,0,0,0
2001703,"클랜 정예 마물 수배서",0,"",0,0,1,0,0,false,"클랜 정예 마물 수배서",25944,1,1,4,0,0,0,0
2001704,"세베리안의 감정서",0,"",0,0,1,0,0,false,"세베리안의 감정서",26171,0,1,1,67601,0,0,0
2001705,"모르도나 암호 지도",0,"",0,0,1,0,0,false,"모르도나 암호 지도",26151,0,1,1,67602,0,0,0
2001706,"알라그 석장",0,"",0,0,1,0,0,false,"알라그 석장",32839,0,1,1,67603,0,0,0
2001707,"실종자의 일기",0,"",0,0,1,0,0,false,"실종자의 일기",26002,0,1,1,67604,0,0,0
2001708,"세베리안의 시약",0,"",0,0,1,0,0,false,"세베리안의 시약",21006,0,1,1,67605,0,0,0
2001709,"제르뱅 가의 보검",0,"",0,0,1,0,0,false,"제르뱅 가의 보검",30503,0,1,1,67546,0,0,0
2001710,"백조 묵주",0,"",0,0,1,0,0,false,"백조 묵주",48330,0,1,1,67547,0,0,0
2001711,"합금제 물자함",0,"",0,0,1,0,0,false,"합금제 물자함",21002,0,5,1,67524,0,0,0
2001712,"천둥파동 발생장치",0,"",0,0,1,0,0,false,"천둥파동 발생장치",21002,1,3,1,67476,3,0,0
2001713,"기부용 무명실",0,"",0,0,1,0,0,false,"기부용 무명실",21656,0,1,1,67541,0,0,0
2001714,"대금 주머니",0,"",0,0,1,0,0,false,"대금 주머니",25919,1,1,1,67614,3,0,0
2001715,"성도의 상인",0,"",0,0,1,0,0,false,"성도의 상인",25906,1,1,1,67614,3,0,0
2001716,"게바에게 보내는 편지",0,"",0,0,1,0,0,false,"게바에게 보내는 편지",25918,1,1,1,67615,3,0,0
2001717,"길드의 견본품",0,"",0,0,1,0,0,false,"길드의 견본품",26110,1,1,1,67611,3,0,0
2001718,"엘레이스에게 보내는 편지",0,"",0,0,1,0,0,false,"엘레이스에게 보내는 편지",25918,1,1,1,67612,3,0,0
2001719,"견본용 장화",0,"",0,0,1,0,0,false,"견본용 장화",46522,1,1,1,67613,3,0,0
2001720,"오래 쓴 낚싯대",0,"",0,0,1,0,0,false,"오래 쓴 낚싯대",38202,0,1,1,67621,0,0,0
2001721,"빛나는 낚싯대",0,"",0,0,1,0,0,false,"빛나는 낚싯대",38212,0,1,1,67625,0,0,0
2001722,"피에리뱅의 악보",0,"",0,0,1,0,0,false,"피에리뱅의 악보",26182,1,1,1,67608,3,0,0
2001723,"비장의 연막탄",0,"",0,0,1,0,0,false,"비장의 연막탄",26015,1,3,1,67220,3,0,0
2001724,"동전이 든 가죽주머니",0,"",0,0,1,0,0,false,"동전이 든 가죽주머니",25919,1,1,1,67222,0,0,0
2001725,"수면 유도향",0,"",0,0,1,0,0,false,"수면 유도향",25919,1,1,1,67223,3,0,0
2001726,"광부 길드의 편지",0,"",0,0,1,0,0,false,"광부 길드의 편지",26177,0,1,1,67616,0,0,0
2001727,"티타늄 광석 견본",0,"",0,0,1,0,0,false,"티타늄 광석 견본",21222,0,1,1,67618,0,0,0
2001728,"미지의 광석",0,"",0,0,1,0,0,false,"미지의 광석",21223,0,3,1,67619,0,0,0
2001729,"용병단의 가죽주머니",0,"",0,0,1,0,0,false,"용병단의 가죽주머니",25919,0,1,1,67620,0,0,0
2001730,"홍은 광석",0,"",0,0,1,0,0,false,"홍은 광석",21452,0,3,1,67638,0,0,0
2001731,"근위기사 머리장식",0,"",0,0,1,0,0,false,"근위기사 머리장식",41042,0,1,1,67570,0,0,0
2001732,"☓未使用",0,"",0,0,1,0,0,false,"",45192,0,1,1,0,0,0,0
2001733,"근위기사 팔보호대",0,"",0,0,1,0,0,false,"근위기사 팔보호대",44540,0,1,1,67572,0,0,0
2001734,"빼앗긴 물자",0,"",0,0,1,0,0,false,"빼앗긴 물자",26316,0,1,1,67269,0,0,0
2001735,"하얀 매 깃털 장식",0,"",0,0,1,0,0,false,"하얀 매 깃털 장식",21908,0,1,1,67269,0,0,0
2001736,"매의 보금자리 가재도구",0,"",0,0,1,0,0,false,"매의 보금자리 가재도구",26316,0,3,1,67270,0,0,0
2001737,"술병 상자",0,"",0,0,1,0,0,false,"술병 상자",21003,0,1,1,67281,0,0,0
